BLDG 1,BLDG 2
1163.995734,201.1996856
1138.86176,196.3851908
1181.924029,205.8600753
1158.119625,199.397724
993.2839597,158.7786201
1172.647597,197.128163
1301.109711,227.2715516
1414.575941,252.1661486
1480.124642,264.5005705
1601.053963,291.3834333
1716.515987,317.5248149
1844.702366,346.0727699
1895.936474,356.4671624
1985.992875,375.1182784
2109.489649,400.4857579
2135.259885,404.542578
2040.481775,382.3165776
1929.79591,357.1290855
1915.767319,353.2301543
1873.098142,341.5871207
1857.847051,334.8129792
1736.068851,308.8022932
1683.428686,298.1983159
1655.758022,292.8925106
1549.889512,271.7756439
1551.690984,273.9274823
1583.147918,281.4144243
1436.342573,248.1691849
1249.227065,203.0332699
1419.552851,242.3744136
1566.064107,277.0574887
1670.673949,300.9151208
1718.856071,310.2933321
1871.683953,344.0276556
1999.914701,372.6136357
2150.373774,405.6620072
2207.399053,417.0627125
2330.767562,442.0053327
2413.941732,457.6050241
2176.013537,404.1014022
2122.870234,389.6909668
2093.856639,389.0416486
2115.522766,392.8165374
2103.314972,396.9932164
2104.237881,392.7151686
2123.798826,396.9002418
2179.865272,407.7546325
2235.063889,416.2981273
2167.53735,404.2080944
2181.383426,406.8312575
2231.796573,417.0066244
2106.495775,387.1057614
1768.87494,302.9990868
1911.909151,336.676906
2058.585791,374.1315653
2056.852713,374.3496545
2005.892129,362.1801337
2115.427776,380.137775
2201.370945,400.2840199
2231.946774,407.5128893
2209.14419,403.4739988
2088.520621,379.353541
1962.96857,354.6216049
1852.762574,333.5880627
1744.19025,312.0039536
1648.28302,296.9221974
1637.187114,296.2310901
1544.630411,283.8349223
1534.525504,279.8252407
1503.459093,274.1518963
1408.428297,254.242234
1361.441497,242.824771
1378.162013,250.9641135
1456.21284,269.0759701
1533.158954,285.4629951
1493.769107,274.1017333
1510.26471,265.2534718
1737.111068,314.6708467
2066.910022,387.9227163
2178.645696,411.358529
2174.671551,408.2024587
2418.58298,452.9527259
2580.345745,487.037064
2770.924787,526.545245
3010.014993,575.2783949
3239.360308,623.5003298
3294.722049,634.7649969
3554.405376,686.8153565
3855.3001,744.2875639
3821.923774,739.9759735
3901.968173,750.2697855
3734.607644,730.3800911
3574.990634,690.5426007
3493.830477,669.0598133
3409.314655,648.4392355
3379.964646,638.2956587
3337.428889,630.9085053
3329.559838,628.6987672
3301.687279,622.863129
3236.918555,608.5188698
3125.408079,574.4718651
3400.113866,634.142548
3514.278921,655.8101269
3412.12115,633.4555495
3412.460556,634.6298581
3550.359305,659.3856211
3684.626918,691.1423725
3852.583406,729.7561303
3907.184559,742.596219
4044.347535,772.5267167
4131.616538,790.977622
4174.010721,799.2897543
4346.952433,834.6765886
4159.257988,801.0247925
4082.335444,782.5678892
3945.520768,779.0019033
3722.898176,732.781913
3592.751906,703.1727314
3466.757857,674.5107898
3437.764837,662.7702596
3278.176577,628.792694
3120.75522,593.8849723
3038.713968,576.1488758
3030.16007,573.8568064
2877.525205,531.5511024
2996.748778,560.641903
3226.625626,609.6939787
3362.327613,638.0323829
3656.703431,701.1658816
3885.09671,739.081712
3967.266966,754.6721582
4171.61842,796.428199
4318.249845,824.2992736
4227.125219,801.0283772
4274.261063,807.30399
4401.695587,830.9921035
4451.782789,837.9747708
4266.264992,804.8228358
4104.859778,766.0903439
3948.589209,758.847474
3889.647534,749.9336321
3685.103968,703.960494
3545.007606,672.0297443
3471.512967,652.2883738
3334.195064,624.9196762
3243.02483,605.63504
3040.057877,562.9250642
2864.912252,525.9845471
2592.053144,458.8772844
2673.749256,476.1759544
2805.131054,506.3059746
2945.37728,538.2950041
3029.967527,557.582235
3374.097521,624.4179921
3606.77054,673.21316
3797.539383,711.3889506
4002.843112,752.7165401
4066.962303,763.479891
4133.064322,773.2715553
4069.60437,757.7488645
4199.094337,782.1699338
4291.778643,810.6375713
4223.52654,792.1711933
4127.755902,792.1874031
4124.129658,789.3504904
4079.333983,776.144327
4130.867988,784.6311773
4272.814746,810.9039022
4380.868071,833.0966804
4449.19718,846.407824
4413.060202,836.761652
4493.659889,850.5386009
4196.85422,780.4477991
4100.698837,740.6439928
4155.720373,749.1082689
4191.476035,756.5160225
4189.260166,755.938232
4297.49075,781.666
4533.250132,833.878521
4686.191112,868.854623
4808.593963,894.2519923
4942.00045,921.5421156
5011.505283,934.9668804
4971.434167,925.8377717
4847.991529,898.4419738
4851.818964,896.4054631
4851.424546,894.5901061
4745.77944,893.361773
4727.657916,890.0742472
4525.132596,844.0927516
4399.71337,815.1189277
4289.477969,791.7405793
4094.746913,751.976652
3954.330033,723.6628143
3886.324987,710.6756722
3507.154337,632.3708245
2994.47973,523.0575001
3144.317489,553.0236685
3191.023875,564.3711183
3156.555372,559.7132501
3148.462631,561.7777451
3244.950498,587.3900802
3343.054535,612.323785
3429.387297,635.3593098
3633.111845,680.0232733
3875.719895,730.3136687
4010.241603,755.6718253
3972.390895,743.9139948
4047.853995,755.0198694
3888.817218,727.5833687
3913.408704,729.0595487
3989.85966,771.1933337
3893.797463,749.461168
3603.207728,682.7756919
3391.674207,634.3938128
3249.307815,600.2655804
3031.480589,557.2034241
2742.076792,498.9371503
2501.396514,450.3074253
2198.751774,384.8151263
1863.477983,304.6479449
1771.290128,293.0317459
1729.076427,290.1542755
1726.2148,296.2814832
2053.407934,374.1306286
2708.069978,510.878101
3079.271312,588.5842645
3281.325769,627.3679723
3347.21513,635.6199929
3400.224793,642.3524269
3415.850975,642.3471676
3428.923042,641.461906
3455.192144,643.8072454
3368.513983,632.8496794
3268.145423,609.8474951
3132.698193,599.7330849
3090.714576,587.0470254
3054.730539,576.1641212
3063.786092,576.1154812
3158.814436,592.7987899
3205.612584,605.0583588
3131.249759,589.4744449
3166.758742,596.1968769
3070.875926,573.0726937
2882.331344,520.7557331
2971.38759,543.6604046
2986.917664,546.3173244
2988.221388,545.2471062
2969.30415,540.0159213
2989.584949,536.3509481
2811.161119,501.066475
2648.958479,469.3282129
2318.204988,403.6660801
2051.145112,352.4801948
1868.105576,319.5746111
1801.154703,310.4457943
1729.529028,298.4605185
1595.08646,279.2655249
1501.248936,262.3489792
1447.069277,258.9743914
1432.825084,254.3918446
1356.564016,238.8698496
1326.182355,232.5535736
1271.138889,218.7013102
1194.125665,206.2396668
1161.557522,200.75366
1048.294473,176.5247822
917.3800181,147.0091637
732.8038219,97.28366974
886.4153578,134.3486437
991.6717767,160.373419
952.4823805,153.5813875
937.8789042,151.2573469
1098.826098,185.0234312
1167.161866,200.8067949
1257.610247,221.3287992
1372.891587,248.3829006
1400.943059,254.8569616
1355.102454,244.2417117
1378.219695,249.7064771
1352.191861,243.3046224
1266.624141,228.4719856
1219.064349,217.2468624
1154.40687,208.5181977
1097.952891,195.3850543
973.1582405,167.3042762
1085.885291,186.0688432
1117.156422,184.0643052
1023.846814,163.954757
961.2337554,150.0926815
944.6464199,146.7781456
854.0468363,125.6933578
665.551914,74.03503144
757.7385824,97.45647671
895.6063546,132.1007002
951.4328047,145.6497127
923.7111755,138.8788419
977.3407887,148.0729399
1060.956065,168.9191089
1172.159282,195.5979338
1328.388279,229.3061721
1456.781014,256.1092213
1525.880808,271.3521059
1533.37763,274.6539575
1601.073972,290.270667
1643.588651,305.7291804
1852.619797,352.1866463
2003.975259,388.4066365
2017.103172,388.4906851
1987.468892,379.8527292
1990.299228,378.1480601
2079.817256,393.9522048
2404.198834,465.8282906
2571.10032,499.7363307
2833.104421,552.1055513
3087.091477,599.9549516
3150.235371,597.2459276
3441.807487,659.6778584
3838.460485,740.9444036
4251.456887,820.5925177
4167.614731,794.8198636
4208.527994,787.2065846
4140.830665,771.9837935
4243.015441,791.7837101
4554.060714,854.7999228
4716.977159,886.3071503
4856.608267,912.7558504
4758.099578,890.4115373
4780.93275,892.2085933
4893.6291,926.9557216
4938.746609,933.419809
5054.083578,978.9147991
5160.295667,999.6701231
5158.196598,992.8513724
5066.626418,968.2773063
5161.510853,982.8813364
5110.077062,969.9249721
4957.885738,936.8607038
4891.931332,921.7177017
4792.874947,898.9015514
4349.727245,800.0266861
4265.595352,762.8340053
4262.089225,759.3483819
4158.079924,740.25815
4039.070619,718.7610169
4079.677936,735.5523639
4179.29595,763.0727334
4279.479357,786.1503328
4176.256817,765.6087018
4056.323274,740.5775494
4139.212658,758.5669583
4133.426849,758.5686056
4059.995881,742.0168986
3962.884598,719.5645963
3894.512402,705.1127678
3670.007373,680.4165847
3509.978559,651.2558289
3448.20725,635.6332644
3271.651417,596.2842287
3196.886011,581.3280635
2893.860512,517.3411784
2627.904365,460.6701319
2503.068913,435.1591069
2254.655354,382.7462753
1953.959172,315.866863
2306.25011,400.6537984
2595.703716,467.4996593
2641.610141,478.9385877
2561.94804,463.412328
2820.201662,521.9767815
2817.401602,521.8742766
2747.030269,508.2203309
2739.410934,507.1534975
2804.878639,521.4278112
2812.505187,522.9228952
2760.031099,511.2737178
2674.997673,492.6550576
2484.454632,457.7916317
2346.102768,427.5489841
2226.711816,422.7058024
2124.098386,396.0172415
1926.346453,350.5626049
1700.666168,301.5207631
1542.825823,264.7928047
1355.93526,228.7691797
1288.071848,217.6467288
1253.064649,212.7650866
1296.493541,222.9239499
1202.736212,195.7487002
1284.521477,217.1324017
1492.729623,266.6472651
1532.538496,278.3880467
1548.397348,283.4118008
1706.501515,316.4078022
1918.744627,366.2861625
2115.64668,411.1615949
2201.810989,430.4984844
2452.868856,484.6411552
2553.472671,505.8887316
2542.833381,501.8516713
2663.456912,523.422795
2441.785515,476.8196941
2369.518934,458.5596826
2227.181137,437.1363575
1964.553943,371.549483
1762.261258,325.132465
1661.952139,301.7592152
1675.843544,301.4491289
1541.252195,275.9954668
1350.63211,236.2136505
1306.314059,228.2329625
1213.607613,208.1425263
1084.786267,172.0110441
1239.625797,209.8488534
1527.888946,278.7042422
1584.596998,293.5869083
1552.445671,286.3829287
1700.267808,316.1175697
1832.167372,347.3565921
1948.851552,373.8901441
1948.663944,373.7710754
2157.7354,421.3330023
2426.266137,481.4096931
2608.248166,520.5212429
2620.512803,520.2397273
2445.536825,483.1654371
2293.57276,445.4934324
2086.381075,408.8800035
1929.182577,368.9562707
1751.634691,329.6047663
1387.396292,248.7328192
1172.739068,198.8635777
1144.602823,196.1258845
1092.450399,185.4917944
1118.013756,192.2112629
1093.050324,187.5241004
1035.957575,167.696474
1224.562269,213.3551622
1562.246621,291.2397273
1683.443447,317.9358057
1681.088022,314.4441054
1821.35235,338.3893059
1895.270342,355.3797697
2059.950523,392.0007313
2284.590693,438.9579708
2410.310068,463.8083766
2451.087953,470.1710256
2424.839308,462.8159322
2408.60771,457.094804
2410.733202,460.9750992
2470.502379,471.1640955
2373.459499,458.0943645
2355.227924,446.9455613
2308.681794,434.8244425
2175.702654,405.2014627
2044.551776,373.9405767
1967.273377,359.9938321
1875.065111,340.7510774
1801.085849,325.1773613
1674.547668,296.4634398
1431.68658,234.1356116
1487.655049,249.963598
1625.998837,285.7266302
1656.64961,295.671049
1601.091318,283.8982785
1575.595543,275.520519
1531.665342,268.2063412
1698.304305,307.1826813
1880.969811,349.0234691
1931.702181,360.2334828
1964.702772,366.5864146
1976.455637,368.547727
1905.946453,352.4585747
1685.745735,308.2627703
1435.353093,251.7736657
1317.879348,231.0241758
1524.250253,276.0784485
1379.360899,246.6819644
1248.120423,219.0307099
1280.96306,224.6745069
1380.479091,249.9945097
1485.469999,272.9775778
1491.948261,273.0649096
1342.262385,237.4228141
1161.70974,186.4659029
1171.400528,189.7945472
1238.806539,207.2890875
1444.580157,253.8589617
1542.645477,274.8486968
1666.466887,296.0668356
1785.275946,320.6182186
1814.639874,325.0960763
1814.144076,324.3150613
1823.900034,326.0727749
1821.877064,325.3925775
1823.512544,325.5455412
1811.784185,321.9686155
1686.030566,301.1700587
1637.233689,290.4122857
1571.459513,273.9577342
1473.654399,250.489318
1321.048972,217.455147
1225.376034,198.6015186
1177.520913,189.7152347
1057.706532,167.9223423
1094.200382,175.9370998
1210.429436,198.2181904
1419.358771,240.3232627
1677.080102,287.4179695
2150.107078,382.1549313
2562.408275,471.7338977
2785.251144,519.0325714
2832.894968,525.8722424
3011.279346,562.6537829
3245.059286,611.4556914
3492.199299,662.8034952
3650.224159,693.9413583
3895.724052,742.7546304
4075.106781,776.8172099
4075.62429,774.1555164
3950.242489,743.9565118
3816.80489,711.443884
3837.727868,711.8507611
3886.500182,732.6315128
3790.52986,708.8213004
3701.399997,687.2171868
3766.325378,698.9643146
3911.284757,728.227839
4030.356372,752.7837739
4003.998882,746.3795292
3952.030021,733.7651966
3644.188399,666.0392771
3035.522801,534.6188624
3025.325384,535.774306
3222.185707,577.5823542
3257.666684,586.380936
3246.038234,583.3179778
3280.441813,593.4795274
3346.319926,610.3654118
3460.610156,638.5005171
3620.590009,674.636441
3712.984923,694.5556836
3874.313752,728.6264409
4008.82097,756.0245795
4076.247622,767.1236041
4027.654475,763.3603593
4043.336239,763.1077418
3964.856763,771.641091
3959.211636,769.4832323
4033.984506,781.2021689
4040.970643,778.3057777
4039.834427,771.5779449
4107.730589,786.2405599
4146.898659,792.9734403
4185.609751,799.2100982
4207.020579,799.9551954
3907.382561,724.4244898
3822.838074,700.0187118
3871.044029,708.2327273
3844.151563,701.0450402
3734.071256,676.7418422
3801.129038,687.1959051
3893.554143,712.4566275
3985.488704,736.4352429
4080.02289,758.1824588
4140.379277,771.5589868
4151.802863,774.2418633
4128.912604,770.1569332
4033.198025,750.1262264
3954.213675,742.5896661
3911.94788,734.8171757
3731.022992,724.2048196
3596.690976,698.8500799
3656.625435,709.9862506
3648.656968,705.0129467
3448.287689,655.1492279
3360.697536,635.8859794
3303.537234,621.7843184
3146.374889,587.2094196
2959.47579,545.9121388
2584.299173,457.0735476
2555.785132,454.0099731
2832.499597,517.0871311
2857.119954,523.5413848
2924.016578,540.6904063
3036.258414,560.7595234
3166.439018,592.3549976
3380.005545,640.4612736
3522.438534,670.830465
3583.67088,682.4542806
3667.251901,698.2667476
3830.268398,730.4167908
3976.137534,756.8711953
4118.343044,791.6258742
4143.208861,790.0155517
4017.035984,785.3723082
3965.333693,770.4037351
3765.735682,721.5219276
3549.569548,671.1792423
3539.956421,665.4955006
3486.748978,656.9408353
3352.584921,628.4014806
3181.512301,592.1496146
2943.082072,540.2383885
2569.590947,451.024625
2492.988611,432.9801261
2591.552207,454.9634967
2587.706163,457.1243124
2586.211902,459.6009417
2816.06979,506.4263418
2964.777587,542.7416892
3249.453493,604.2968828
3276.239931,609.8264532
3384.769177,631.9780878
3552.507726,665.496738
3545.096271,662.5119254
3402.745423,630.6747641
3369.823866,632.0162331
3308.823583,617.6149002
2992.739115,572.4716224
2776.557209,524.2964712
2655.502525,496.1670509
2602.316894,482.244833
2677.352441,494.0224705
2706.913919,502.5765019
2801.920737,522.9329363
2731.970208,508.083645
2601.222186,478.8878941
2453.430073,437.9340678
2564.214692,469.1998988
2517.04816,461.0762689
2508.957094,458.481977
2362.764235,426.9122309
2667.468542,489.1825254
2911.56053,543.6139034
2931.875517,547.5052962
2861.594894,532.3066938
2756.908638,509.9556696
2839.638751,527.0765744
2798.079937,518.3207314
2731.835338,504.2238214
2801.755698,525.0040358
2776.827782,518.4462644
2618.358468,502.3542477
2444.545782,459.9325966
2180.290812,399.5235601
1905.123563,339.1845848
1798.456204,314.1207693
1646.698529,285.8515447
1612.08886,280.7576895
1584.77422,276.4652391
1447.676881,248.2781093
1555.611092,266.3894336
1862.962656,338.1395151
2067.946412,386.6444476
2211.155076,420.4851071
2369.195328,454.3939755
2564.480782,489.7281603
2590.174172,494.0447783
2618.098208,497.7959813
2563.768685,485.1151905
2545.957934,480.9419397
2558.326519,483.6674085
2516.968775,475.288931
2591.09486,490.3059807
2632.171735,505.2172769
2594.876623,493.7750829
2222.942121,419.8396772
1857.281802,333.7558086
1749.031146,309.9074721
1639.560114,285.4843156
1499.75327,252.4099482
1456.624959,244.2210112
1218.981244,195.3410282
1026.536228,156.7416839
915.2779525,133.7674647
646.9901347,73.22327875
817.6881564,115.0385234
1169.595496,195.4618202
1203.905275,204.9703608
1154.304036,193.4424961
