1601.712489,280.7502345,727.4294176,844.6040675,171.1146591
996.5424075,147.9661639,469.1495671,590.8989329,110.1280845
890.6978051,130.131935,424.6283116,535.1638902,102.2247935
811.2554621,118.0256183,387.7836337,487.1629026,96.80635266
771.0531557,114.2630118,369.4848788,458.7982579,95.25600759
678.6735771,98.55292987,328.5813308,409.9871566,87.90173386
677.2034109,100.9849467,330.8733567,412.2670517,90.68044932
874.4595203,145.572551,419.9061187,504.241681,112.8062993
918.9323022,155.7090043,440.7002285,515.3436429,119.6031187
873.3633649,144.2697601,417.765469,504.5477487,118.4471478
860.534802,138.9704618,416.3633768,516.0939999,119.6727284
943.2536594,155.2360019,456.8152031,565.715136,129.6331783
1016.803886,169.7841138,491.0964881,604.5474171,137.7843069
1066.155758,180.0216445,511.2644655,622.6847948,142.4168688
1049.491926,176.7824682,498.418457,603.5524519,139.3863699
1173.288045,202.6168146,553.0805159,659.016472,151.8616764
1150.676284,195.384219,541.0291221,652.1200122,149.0802877
995.6395962,155.2558836,476.4314524,608.6319988,134.4327884
1112.695129,183.0092739,517.1562501,640.061514,136.5861229
1335.24293,233.3772119,610.738064,720.3103491,153.8165502
1552.454545,279.542936,708.9000232,820.6840251,175.0207134
1845.454634,340.3390166,841.5961587,959.7898007,204.7149116
2144.958058,405.4616689,965.9118204,1074.791361,232.153888
2314.900441,441.9792957,1031.677111,1132.071125,245.6919303
2557.025664,493.6340942,1141.233089,1237.046103,268.7770215
2521.833209,485.1143289,1120.241882,1206.805037,261.59937
2553.555042,489.2346325,1134.313259,1218.622668,262.7961973
2567.485535,489.5560572,1140.4063,1223.293133,262.6527641
2533.963239,481.1459999,1121.034325,1197.673348,257.2102262
2543.197866,480.8415378,1126.688541,1205.839622,258.0098576
2438.357179,462.731299,1087.448046,1097.071889,251.1308404
2415.396929,456.3847309,1077.575568,1087.263406,248.630058
2426.308718,468.4083114,1096.02965,1062.420898,256.4883565
2583.310321,495.5113973,1169.743278,1128.922201,274.9398893
2553.176494,486.4481404,1160.461195,1122.894038,272.8700304
2521.793255,476.9939597,1150.729647,1118.940908,270.2726265
2546.790569,478.2638847,1161.836102,1142.192491,272.1360534
2604.923976,492.5359332,1193.042457,1160.686335,280.1188377
2618.44382,495.262499,1197.235164,1163.420767,281.3662578
2567.836368,482.2310841,1176.342286,1148.937361,276.4791558
2419.215389,447.0219371,1113.085028,1098.889493,262.1470196
2128.342699,372.9919234,981.6486014,1016.300901,231.1963585
2086.590654,368.3101383,950.2044934,1020.799829,223.8360875
2212.050564,399.1766462,1012.088767,1069.068135,236.0006901
2173.004691,390.7726749,990.558571,1040.699054,229.674465
1987.016561,350.736546,902.4224092,956.5440653,208.9255477
2150.742491,382.4347661,971.7745034,1087.542029,222.8847152
2150.45123,384.0993383,973.5473956,1084.479684,223.1332311
2167.081041,389.7745414,979.1699805,1084.937913,224.4386708
2298.071575,417.5232621,1049.11271,1164.464274,240.9698922
2303.48092,419.4034488,1057.217304,1176.2188,243.5496932
2220.415927,403.8553857,1019.510521,1135.053499,235.9377758
2001.727531,360.0121832,915.2628326,1021.528545,213.0501764
1891.95987,336.2025604,864.4284637,970.7704374,201.7309858
1822.079354,326.1039224,841.9417199,876.5123721,199.0895184
1731.051945,307.6437567,798.3466823,833.2880897,189.5991347
1607.381246,289.8183095,746.7101309,733.3543871,180.6024074
1548.506966,275.1086537,726.2652864,706.9009503,177.1394332
1443.80943,252.0084062,681.8090432,670.0650479,168.4231443
1331.116153,225.8844257,634.8099348,632.8298759,158.2349465
1313.634431,220.4372209,627.2007802,637.7962825,157.0652426
1489.993045,262.3491759,715.5347813,708.357945,179.3384733
1491.75526,264.8206614,712.614108,702.7198605,179.7408379
1442.748577,256.0143596,688.8850182,681.7304869,175.6153431
1375.682648,240.5367779,664.5777909,667.1415597,171.624904
1255.367185,204.3842683,614.2340227,661.5847817,160.8682558
1406.095002,239.6784198,672.3111788,730.3938562,170.1384471
1625.237567,290.468172,767.5243238,815.842882,190.8701374
1672.318028,301.7880209,784.1667318,831.3356161,194.1436541
1846.356174,338.4646523,866.5855301,909.8144223,212.9083093
2262.702816,422.4178191,1041.075342,1174.983326,249.6946523
2680.217571,513.2914789,1224.337687,1349.989363,290.4209442
3006.093299,581.8705802,1366.6067,1489.480065,320.4305661
3116.653399,602.4230093,1410.033155,1528.012461,327.4987603
3027.810489,580.2606428,1358.781838,1465.920375,312.7838302
3076.185413,586.0443855,1379.872634,1487.790853,315.0139299
3084.609414,584.1013415,1383.283555,1491.324391,313.7234908
