m1,m2,m3
5.19236666666667, 4.90544444444444, 0.143461111111111
5.18637777777778, 4.90272222222222, 0.141827777777778
5.21142222222222, 4.9245, 0.143461111111111
5.26042222222222, 4.9735, 0.143461111111111
5.22775555555556, 4.95444444444444, 0.136655555555556
5.20488888888889, 4.91361111111111, 0.145638888888889
5.24245555555556, 4.93811111111111, 0.152172222222222
5.20815555555556, 4.91088888888889, 0.148633333333333
5.21305555555556, 4.92722222222222, 0.142916666666667
5.23374444444444, 4.9735, 0.130122222222222
5.26858888888889, 4.97622222222222, 0.146183333333333
5.29798888888889, 4.98166666666667, 0.158161111111111
5.26858888888889, 4.96261111111111, 0.152988888888889
5.22993333333333, 4.92722222222222, 0.151355555555556
5.24245555555556, 4.95716666666667, 0.142644444444444
5.25715555555556, 4.98166666666667, 0.137744444444444
5.25661111111111, 4.95716666666667, 0.149722222222222
5.27022222222222, 4.98438888888889, 0.142916666666667
5.10906666666667, 4.83466666666667, 0.1372
5.19236666666667, 4.93266666666667, 0.12985
5.3067, 5.01161111111111, 0.147544444444444
5.2479, 4.96805555555556, 0.139922222222222
5.23973333333333, 4.93538888888889, 0.152172222222222
5.69325555555556, 4.96261111111111, 0.365322222222222
7.89063333333333, 4.998, 1.44631666666667
7.88518888888889, 4.98711111111111, 1.44903888888889
7.81277777777778, 4.95172222222222, 1.43052777777778
6.66236666666667, 4.93266666666667, 0.86485
6.61772222222222, 4.91088888888889, 0.853416666666667
6.66563333333333, 4.95716666666667, 0.854233333333333
6.64331111111111, 4.94083333333333, 0.851238888888889
6.68577777777778, 4.9735, 0.856138888888889
6.62861111111111, 4.9245, 0.852055555555556
6.6591, 4.949, 0.85505
6.69122222222222, 4.98711111111111, 0.852055555555556
6.64331111111111, 4.95444444444444, 0.844433333333333
6.68033333333333, 4.93811111111111, 0.871111111111111
6.81372222222222, 4.94627777777778, 0.933722222222222
7.01407777777778, 4.95172222222222, 1.03117777777778
6.9923, 4.94355555555556, 1.02437222222222
6.95636666666667, 4.99527777777778, 0.980544444444444
6.81698888888889, 4.97894444444445, 0.919022222222222
6.84257777777778, 4.98438888888889, 0.929094444444444
6.63242222222222, 4.96261111111111, 0.834905555555556
6.57797777777778, 4.9, 0.838988888888889
6.59921111111111, 4.94083333333333, 0.829188888888889
6.61118888888889, 4.95172222222222, 0.829733333333333
6.60574444444444, 4.93538888888889, 0.835177777777778
6.60138888888889, 4.95444444444444, 0.823472222222222
6.64603333333333, 4.95716666666667, 0.844433333333333
6.61227777777778, 4.96261111111111, 0.824833333333333
6.70483333333333, 4.95172222222222, 0.876555555555556
6.79085555555555, 5.00344444444444, 0.893705555555556
6.7571, 4.89183333333333, 0.932633333333333
6.8257, 4.95172222222222, 0.936988888888889
6.88341111111111, 4.9735, 0.954955555555556
6.78541111111111, 4.92722222222222, 0.929094444444444
6.80718888888889, 4.94627777777778, 0.930455555555556
6.8159, 4.94627777777778, 0.934811111111111
6.82842222222222, 4.95172222222222, 0.93835
6.87633333333333, 4.99255555555556, 0.941888888888889
6.87143333333333, 5.00072222222222, 0.935355555555555
6.82188888888889, 4.94083333333333, 0.940527777777778
6.77016666666667, 4.9, 0.935083333333333
6.80827777777778, 4.95988888888889, 0.924194444444444
6.87415555555556, 4.998, 0.938077777777778
6.87252222222222, 4.99527777777778, 0.938622222222222
6.84094444444444, 4.96805555555556, 0.936444444444444
6.82787777777778, 4.95172222222222, 0.938077777777778
6.82352222222222, 4.92722222222222, 0.94815
6.7963, 4.96261111111111, 0.916844444444444
6.8208, 4.97077777777778, 0.925011111111111
6.83114444444444, 4.95716666666667, 0.936988888888889
6.86326666666667, 4.97894444444445, 0.942161111111111
6.80337777777778, 4.95172222222222, 0.925827777777778
6.82896666666667, 4.94627777777778, 0.941344444444445
6.73096666666667, 4.97894444444445, 0.876011111111111
6.66563333333333, 4.94083333333333, 0.8624
6.69775555555556, 4.95172222222222, 0.873016666666667
6.69666666666667, 4.95716666666667, 0.86975
6.68958888888889, 4.96805555555556, 0.860766666666667
7.0413, 4.96261111111111, 1.03934444444444
6.8992, 4.91905555555556, 0.990072222222222
6.93676666666667, 4.98983333333333, 0.973466666666667
6.88504444444444, 5.00888888888889, 0.938077777777778
6.76417777777778, 4.86733333333333, 0.948422222222222
6.81644444444444, 4.9245, 0.945972222222222
6.73804444444444, 4.90544444444444, 0.9163
6.70701111111111, 4.88094444444445, 0.913033333333333
6.79738888888889, 4.91633333333333, 0.940527777777778
6.67761111111111, 4.83466666666667, 0.921472222222222
6.713, 4.8755, 0.91875
5.19998888888889, 4.92722222222222, 0.136383333333333
5.17004444444444, 4.90544444444444, 0.1323
5.15806666666667, 4.88638888888889, 0.135838888888889
5.16732222222222, 4.86733333333333, 0.149994444444444
5.16133333333333, 4.89455555555556, 0.133388888888889
5.17276666666667, 4.90272222222222, 0.135022222222222
5.13302222222222, 4.86461111111111, 0.134205555555556
5.22993333333333, 4.94083333333333, 0.14455
5.18964444444445, 4.9, 0.144822222222222
5.17167777777778, 4.90544444444444, 0.133116666666667
5.15861111111111, 4.88638888888889, 0.136111111111111
5.21414444444444, 4.92722222222222, 0.143461111111111
5.19835555555555, 4.90544444444444, 0.146455555555556
5.17766666666667, 4.87005555555556, 0.153805555555556
5.21686666666667, 4.91361111111111, 0.151627777777778
5.13193333333333, 4.84827777777778, 0.141827777777778
5.12866666666667, 4.84555555555556, 0.141555555555556
5.22557777777778, 4.94083333333333, 0.142372222222222
5.29254444444444, 5.01161111111111, 0.140466666666667
5.22721111111111, 4.95172222222222, 0.137744444444444
5.2528, 4.97622222222222, 0.138288888888889
5.2185, 4.94627777777778, 0.136111111111111
5.19998888888889, 4.91361111111111, 0.143188888888889
5.19236666666667, 4.91905555555556, 0.136655555555556
5.14282222222222, 4.86733333333333, 0.137744444444444
5.23755555555556, 4.949, 0.144277777777778
5.13302222222222, 4.84827777777778, 0.142372222222222
6.82896666666667, 4.90272222222222, 0.963122222222222
7.83401111111111, 4.9735, 1.43025555555556
7.83346666666667, 4.94355555555556, 1.44495555555556
7.82257777777778, 4.93538888888889, 1.44359444444444
7.82475555555556, 4.97077777777778, 1.42698888888889
7.78936666666667, 4.91905555555556, 1.43515555555556
7.79426666666667, 4.95444444444444, 1.41991111111111
7.89771111111111, 4.998, 1.44985555555556
7.80025555555556, 4.93538888888889, 1.43243333333333
7.8694, 5.00616666666667, 1.43161666666667
7.81985555555556, 4.97622222222222, 1.42181666666667
7.83618888888889, 4.95716666666667, 1.43951111111111
7.82747777777778, 4.96805555555556, 1.42971111111111
7.86014444444444, 4.96261111111111, 1.44876666666667
7.86341111111111, 4.96805555555556, 1.44767777777778
7.86068888888889, 4.97077777777778, 1.44495555555556
7.84272222222222, 4.96261111111111, 1.44005555555556
7.82257777777778, 4.96533333333333, 1.42862222222222
7.82965555555556, 4.9735, 1.42807777777778
7.80951111111111, 4.92177777777778, 1.44386666666667
7.82094444444445, 4.94627777777778, 1.43733333333333
7.87484444444444, 5.00344444444444, 1.4357
7.81441111111111, 4.94627777777778, 1.43406666666667
7.79263333333333, 4.92994444444444, 1.43134444444444
7.74308888888889, 4.90816666666667, 1.41746111111111
7.73437777777778, 4.90816666666667, 1.41310555555556
7.76323333333333, 4.91633333333333, 1.42345
7.84054444444445, 4.95444444444444, 1.44305
7.83782222222222, 4.95988888888889, 1.43896666666667
7.84707777777778, 4.96805555555556, 1.43951111111111
7.791, 4.94355555555556, 1.42372222222222
7.81876666666667, 4.949, 1.43488333333333
7.742, 4.91088888888889, 1.41555555555556
7.80896666666667, 4.94627777777778, 1.43134444444444
7.81713333333333, 4.95716666666667, 1.42998333333333
7.76976666666667, 4.90544444444444, 1.43216111111111
7.7714, 4.92722222222222, 1.42208888888889
7.81168888888889, 4.96805555555556, 1.42181666666667
7.76758888888889, 4.93538888888889, 1.4161
7.85306666666667, 4.94083333333333, 1.45611666666667
7.76268888888889, 4.90816666666667, 1.42726111111111
7.79154444444445, 4.949, 1.42127222222222
7.82257777777778, 4.99527777777778, 1.41365
7.81168888888889, 4.97622222222222, 1.41773333333333
7.84598888888889, 4.98166666666667, 1.43216111111111
7.85143333333333, 4.98438888888889, 1.43352222222222
7.81604444444444, 4.98983333333333, 1.41310555555556
7.75724444444444, 4.93266666666667, 1.41228888888889
7.86341111111111, 4.98711111111111, 1.43815
7.82802222222222, 4.95172222222222, 1.43815
7.85687777777778, 5.00888888888889, 1.42399444444444
7.86613333333333, 4.99255555555556, 1.43678888888889
7.87811111111111, 4.98983333333333, 1.44413888888889
7.88682222222222, 4.99255555555556, 1.44713333333333
7.81822222222222, 4.94083333333333, 1.43869444444444
7.78337777777778, 4.93266666666667, 1.42535555555556
7.79862222222222, 4.95444444444444, 1.42208888888889
7.81876666666667, 4.96805555555556, 1.42535555555556
7.81005555555556, 4.96805555555556, 1.421
7.79753333333333, 4.93811111111111, 1.42971111111111
7.80896666666667, 4.93266666666667, 1.43815
7.79862222222222, 4.95444444444444, 1.42208888888889
7.81713333333333, 4.92994444444444, 1.44359444444444
7.74581111111111, 4.88911111111111, 1.42835
7.74635555555556, 4.90816666666667, 1.41909444444444
7.70987777777778, 4.88094444444445, 1.41446666666667
7.77956666666667, 4.91633333333333, 1.43161666666667
7.80624444444445, 4.9245, 1.44087222222222
7.81168888888889, 4.92994444444444, 1.44087222222222
7.62984444444444, 4.93811111111111, 1.34586666666667
