m1,m2,m3
49.0301,-26.8577,41.0197,
50.2623,-27.4143,42.1279,
50.7141,-27.6787,42.4949,
52.0309,-28.1926,43.7309,
53.1254,-28.7841,44.6518,
53.0679,-28.8082,44.5678,
52.087,-28.3357,43.7052,
53.0427,-28.886,44.4873,
52.4965,-28.6159,44.0115,
50.9097,-27.7869,42.6577,
50.2175,-27.4322,42.0627,
49.1775,-26.8999,41.1682,
44.5428,-24.5005,37.1993,
43.5608,-24.1471,36.2555,
43.5092,-24.143,36.1962,
42.4443,-23.557,35.3071,
41.2278,-22.8844,34.2933,
41.6952,-23.0616,34.737,
42.7664,-23.5716,35.6839,
43.8181,-24.1101,36.5887,
42.7525,-23.5373,35.6899,
41.5078,-22.8783,34.6335,
42.3718,-23.33,35.3707,
42.3185,-23.2914,35.3322,
41.5496,-22.8947,34.6728,
40.5297,-22.3732,33.7949,
39.8191,-21.9985,33.1908,
37.6123,-20.6418,31.442,
35.9751,-19.7389,30.0763,
35.3188,-19.4146,29.5041,
33.4726,-18.4584,27.9232,
32.7003,-18.0439,27.2714,
29.5515,-16.3828,24.5946,
26.7852,-14.9276,22.2398,
25.4927,-14.2385,21.1458,
22.912,-12.8762,18.9516,
19.7695,-11.2457,16.2594,
23.4866,-13.1205,19.4801,
26.5259,-14.6757,22.0963,
27.0126,-14.9177,22.5199,
26.192,-14.4738,21.8296,
28.8981,-15.867,24.1524,
28.8717,-15.849,24.1327,
28.1471,-15.4565,23.5235,
28.071,-15.4118,23.4618,
28.7538,-15.7681,24.0447,
28.8324,-15.8105,24.1109,
28.2839,-15.5261,23.6415,
27.3966,-15.0637,22.8836,
25.4464,-13.9894,21.2559,
24.003,-13.2368,20.0233,
22.8756,-12.469,19.1786,
21.7813,-11.9346,18.2206,
19.7057,-10.8712,16.4357,
17.3529,-9.64175,14.4278,
15.6942,-8.79513,12.9982,
13.7714,-7.75143,11.3827,
13.0839,-7.36168,10.8164,
12.734,-7.15593,10.5331,
13.1906,-7.38862,10.9271,
12.1761,-6.91493,10.0221,
13.0483,-7.34092,10.7875,
15.2423,-8.45186,12.6844,
15.6744,-8.6516,13.0705,
15.8485,-8.72923,13.2278,
17.4893,-9.598,14.6204,
19.7232,-10.733,16.5471,
21.788,-11.7937,18.3201,
22.6899,-12.2595,19.0928,
25.3054,-13.629,21.3217,
26.351,-14.1803,22.2103,
26.2304,-14.132,22.0979,
27.4621,-14.815,23.1233,
25.1595,-13.599,21.1676,
24.3916,-13.2198,20.4985,
22.9607,-12.3913,19.33,
20.1747,-11.0087,16.9063,
18.0518,-9.9206,15.0814,
16.9973,-9.38294,14.1728,
17.1236,-9.47706,14.262,
15.7415,-8.72282,13.1037,
13.7634,-7.67521,11.4246,
13.3105,-7.42463,11.0474,
12.3444,-6.91917,10.223,
10.9573,-6.26157,8.9919,
12.5939,-7.08267,10.4136,
15.6333,-8.61891,13.0428,
16.2388,-8.91358,13.5737,
15.9023,-8.73966,13.2854,
17.4303,-9.55813,14.5759,
18.8199,-10.2622,15.7758,
20.0431,-10.8911,16.8258,
20.0407,-10.8905,16.8234,
22.2326,-12.0172,18.705,
25.0424,-13.4698,21.1112,
26.9375,-14.4632,22.7255,
27.0489,-14.5466,22.8043,
25.2296,-13.5884,21.2577,
23.619,-12.7869,19.8583,
21.5057,-11.6115,18.1016,
19.8343,-10.7876,16.6441,
17.9788,-9.82495,15.0568,
14.1717,-7.85047,11.7986,
11.9163,-6.69865,9.85521,
11.6415,-6.52676,9.63986,
11.1018,-6.23871,9.18302,
11.3746,-6.37161,9.42258,
11.1185,-6.23152,9.20809,
10.4827,-5.96103,8.62288,
12.4742,-6.96326,10.3499,
16.0197,-8.77787,13.4007,
17.2853,-9.43598,14.4826,
17.2442,-9.43977,14.4309,
18.6702,-10.2401,15.6114,
19.4461,-10.6376,16.2785,
21.1678,-11.5299,17.7521,
23.4997,-12.7637,19.7313,
24.7967,-13.4622,20.8242,
25.2079,-13.6982,21.1613,
24.925,-13.5645,20.9108,
24.7435,-13.4883,20.7438,
24.7848,-13.4808,20.7979,
25.3923,-13.822,21.3008,
24.4253,-13.2486,20.52,
24.195,-13.1895,20.2839,
23.6985,-12.9472,19.8492,
22.308,-12.227,18.6587,
20.9253,-11.5279,17.4635,
20.1354,-11.0912,16.8054,
19.1785,-10.5845,15.9932,
18.41,-10.1787,15.3402,
17.0841,-9.49604,14.2018,
14.5001,-8.2251,11.9415,
15.1035,-8.51007,12.4778,
16.5769,-9.23256,13.7679,
16.9146,-9.3814,14.0746,
16.3371,-9.07705,13.5834,
16.0556,-8.95381,13.3272,
15.61,-8.70213,12.9594,
17.3625,-9.5947,14.4706,
19.2789,-10.5778,16.1178,
19.8088,-10.8531,16.5711,
20.1484,-11.0374,16.8562,
20.2676,-11.1047,16.9547,
19.5282,-10.7249,16.3195,
17.2527,-9.50515,14.3982,
14.6308,-8.15255,12.149,
13.4326,-7.48611,11.1532,
15.5852,-8.60927,12.9915,
14.0862,-7.80838,11.724,
12.7229,-7.08855,10.5652,
13.057,-7.27574,10.842,
14.1149,-7.79746,11.7656,
15.2104,-8.36845,12.7014,
15.2706,-8.41108,12.7454,
13.6929,-7.61289,11.3815,
11.7466,-6.69328,9.65306,
11.8542,-6.73944,9.75205,
12.5723,-7.09127,10.3816,
14.7275,-8.20238,12.2319,
15.748,-8.73844,13.1011,
17.0074,-9.44449,14.144,
18.2389,-10.0988,15.1879,
18.5345,-10.2693,15.4295,
18.5256,-10.2703,15.4182,
18.6253,-10.3255,15.5012,
18.6029,-10.3158,15.4807,
18.6188,-10.3258,15.4932,
18.4909,-10.2676,15.3782,
17.216,-9.54637,14.3268,
16.7065,-9.28137,13.8911,
16.0089,-8.93494,13.2835,
14.9772,-8.41418,12.3902,
13.3873,-7.58175,11.0334,
12.4008,-7.04964,10.202,
11.9103,-6.7805,9.79185,
10.6849,-6.10414,8.76958,
11.0656,-6.30265,9.0953,
12.2607,-6.95251,10.0988,
14.4202,-8.10931,11.924,
17.0576,-9.56276,14.1249,
21.9441,-12.1846,18.2505,
26.2425,-14.4307,21.9185,
28.5596,-15.6508,23.8894,
29.0368,-15.9298,24.277,
30.8856,-16.9125,25.8435,
33.3119,-18.197,27.9026,
35.8756,-19.5561,30.0768,
37.5054,-20.4347,31.4496,
40.0398,-21.7971,33.5868,
41.8827,-22.8015,35.1319,
41.8726,-22.8198,35.108,
40.5488,-22.1534,33.9623,
39.138,-21.4462,32.739,
39.3331,-21.5832,32.8825,
39.8983,-21.7922,33.4212,
38.8812,-21.2859,32.537,
37.9395,-20.8129,31.7211,
38.6033,-21.1797,32.2743,
40.1022,-21.9817,33.5409,
41.3363,-22.6376,34.5866,
41.0577,-22.4978,34.3451,
40.5085,-22.2221,33.8692,
37.2944,-20.5499,31.1219,
30.9536,-17.2293,25.7153,
30.8659,-17.1551,25.6595,
32.9128,-18.233,27.401,
33.2887,-18.4202,27.7279,
33.1645,-18.3599,27.6189,
33.5381,-18.5324,27.9527,
34.2392,-18.877,28.5654,
35.4491,-19.4812,29.6162,
37.1247,-20.345,31.0535,
38.0871,-20.8491,31.8738,
39.7637,-21.7333,33.2988,
41.1559,-22.4762,34.4765,
41.8391,-22.8632,35.0398,
41.3704,-22.5606,34.6775,
41.5135,-22.6665,34.7793,
40.8382,-22.096,34.3443,
40.7742,-22.0705,34.2845,
41.5285,-22.503,34.9031,
41.5766,-22.5658,34.9199,
41.5285,-22.5959,34.8431,
42.2359,-22.9661,35.4462,
42.6344,-23.1894,35.7763,
43.0259,-23.4124,36.0983,
43.2273,-23.5508,36.2485,
40.0451,-21.9769,33.4757,
39.1301,-21.5499,32.6613,
39.6201,-21.8251,33.0669,
39.3322,-21.686,32.8137,
38.1825,-21.0885,31.8304,
38.8587,-21.4766,32.3845,
39.8511,-21.9514,33.2602,
40.8318,-22.4299,34.1194,
41.8241,-22.9382,34.9728,
42.4548,-23.2655,35.5124,
42.5751,-23.3266,35.6161,
42.3414,-23.1969,35.4216,
41.3477,-22.6713,34.5781,
40.5778,-22.1875,33.9746,
40.145,-21.9494,33.6132,
38.4189,-20.8036,32.299,
37.0397,-20.0506,31.1435,
37.6541,-20.3876,31.6572,
37.5529,-20.3623,31.553,
35.4283,-19.3064,29.7056,
34.5137,-18.8307,28.9241,
33.9084,-18.5287,28.3983,
32.2674,-17.6751,26.9959,
30.315,-16.6609,25.3261,
26.3631,-14.6576,21.9127,
26.0831,-14.4849,21.6914,
28.9843,-15.976,24.1838,
29.2471,-16.104,24.4142,
29.9591,-16.4539,25.0363,
31.1053,-17.0893,25.9903,
32.481,-17.78,27.1824,
34.7172,-18.9337,29.0998,
36.199,-19.7127,30.3608,
36.8281,-20.0556,30.8882,
37.6864,-20.5239,31.6075,
39.3679,-21.43,33.024,
40.8595,-22.2538,34.2676,
42.3638,-23.0067,35.5722,
42.5839,-23.1814,35.7213,
41.3957,-22.3667,34.833,
40.8357,-22.1061,34.3347,
38.7237,-21.0499,32.5027,
36.4509,-19.8914,30.5451,
36.3307,-19.8591,30.4225,
35.7927,-19.5526,29.9802,
34.3972,-18.8184,28.793,
32.6187,-17.8815,27.2807,
30.1323,-16.5833,25.1585,
26.194,-14.5932,21.7523,
25.3877,-14.1835,21.0562,
26.4183,-14.7174,21.9391,
26.3948,-14.6799,21.9359,
26.3947,-14.6563,21.9516,
28.7737,-15.9259,23.9644,
30.3462,-16.7138,25.3287,
33.3125,-18.2661,27.8581,
33.5902,-18.4136,28.0934,
34.7138,-19.0127,29.0441,
36.4463,-19.9427,30.5061,
36.3614,-19.91,30.426,
34.8722,-19.1396,29.1504,
34.5762,-18.913,28.945,
33.9339,-18.5872,28.3906,
30.7695,-16.7343,25.8211,
28.5088,-15.5635,23.8857,
27.2365,-14.9144,22.79,
26.6688,-14.6378,22.2925,
27.4259,-15.0717,22.9134,
27.746,-15.2209,23.1983,
28.7349,-15.74,24.0405,
28.0076,-15.3571,23.4219,
26.64,-14.6492,22.2506,
25.0502,-13.8931,20.8445,
26.245,-14.4568,21.9044,
25.7651,-14.1881,21.5067,
25.6761,-14.1486,21.4261,
24.1531,-13.3511,20.1275,
27.3079,-15.0329,22.7977,
29.8605,-16.3547,24.9835,
30.0694,-16.4683,25.1588,
29.3371,-16.0851,24.5344,
28.2478,-15.5126,23.6072,
29.1056,-15.968,24.3343,
28.6738,-15.7401,23.9674,
27.9848,-15.3776,23.3812,
28.7449,-15.7274,24.0608,
28.4787,-15.598,23.8273,
26.9288,-14.6325,22.6064,
25.0905,-13.7118,21.0123,
22.3187,-12.2891,18.6307,
19.447,-10.7931,16.177,
18.3246,-10.2223,15.2084,
16.7686,-9.36947,13.9068,
16.4212,-9.16751,13.624,
16.1455,-9.00961,13.398,
14.7253,-8.25373,12.1947,
15.8209,-8.8713,13.0997,
19.0524,-10.5184,15.8857,
21.2116,-11.613,17.7502,
22.7199,-12.3778,19.0522,
24.3653,-13.2409,20.4535,
26.3618,-14.3442,22.1177,
26.6227,-14.4912,22.3332,
26.9009,-14.6562,22.5578,
26.3295,-14.3652,22.0655,
26.1421,-14.2699,21.9039,
26.2713,-14.3371,22.0143,
25.8435,-14.1084,21.6527,
26.6103,-14.5182,22.3009,
27.072,-14.7085,22.7278,
26.6645,-14.524,22.3617,
22.8249,-12.4599,19.124,
18.9757,-10.5049,15.8027,
17.8454,-9.91699,14.8362,
16.7007,-9.32405,13.8555,
15.2286,-8.57701,12.5835,
14.7856,-8.33547,12.212,
12.3239,-7.02499,10.1256,
10.3361,-5.95811,8.44607,
9.18351,-5.34471,7.468,
6.37829,-3.8914,5.05367,
8.18033,-4.79885,6.62486,
11.8686,-6.69644,9.79901,
12.2375,-6.87215,10.1257,
11.7163,-6.60595,9.67647,
13.1025,-7.31785,10.8685,
13.8807,-7.70701,11.5445,
14.426,-7.97274,12.0227,
15.2409,-8.39863,12.718,
17.1292,-9.39057,14.3258,
16.8476,-9.23943,14.0881,
18.929,-10.3403,15.8551,
21.8398,-11.8763,18.3284,
23.9422,-13.0019,20.1043,
24.7911,-13.4619,20.8177,
25.1209,-13.6834,21.0672,
25.3451,-13.8421,21.2313,
24.3396,-13.341,20.3576,
23.9817,-13.1799,20.0353,
25.3354,-13.9213,21.1679,
25.4629,-14.0056,21.2651,
25.848,-14.2287,21.5793,
27.7094,-15.2334,23.1464,
29.0011,-15.9524,24.2196,
27.4331,-15.1914,22.8429,
29.2764,-16.13,24.4322,
31.8608,-17.4554,26.6537,
33.545,-18.3681,28.0691,
32.5453,-17.868,27.2017,
32.7228,-17.9608,27.3531,
34.4487,-18.8614,28.8264,
36.8695,-20.125,30.8925,
36.1813,-19.7734,30.3002,
35.4771,-19.4008,29.7025,
36.3182,-19.843,30.4182,
37.1209,-20.2691,31.0986,
36.7584,-20.1021,30.7748,
37.2919,-20.3265,31.2654,
37.4046,-20.4103,31.3453,
35.0431,-18.9812,29.4574,
33.5002,-18.1854,28.1346,
32.7412,-17.8094,27.4739,
32.0123,-17.4647,26.8286,
32.0993,-17.5617,26.8691,
32.2943,-17.657,27.0398,
31.778,-17.3913,26.5966,
29.804,-16.3551,24.9157,
27.3604,-15.081,22.8289,
24.9684,-13.9053,20.738,
26.0008,-14.3865,21.658,
28.3482,-15.6063,23.6656,
28.734,-15.8202,23.9868,
29.3686,-16.1579,24.5242,
30.9645,-17.0368,25.8563,
32.5377,-17.8391,27.2115,
33.7256,-18.4773,28.2136,
33.8554,-18.5616,28.3135,
34.515,-18.9122,28.8724,
33.0562,-18.1547,27.6245,
33.7204,-18.5204,28.1791,
34.6851,-19.0371,28.9939,
34.0403,-18.6257,28.4925,
34.2411,-18.737,28.6596,
32.2216,-17.4982,27.0563,
30.7942,-16.7796,25.8211,
30.6161,-16.7076,25.6555,
30.1948,-16.5107,25.2809,
28.9543,-15.8968,24.2001,
28.4182,-15.5953,23.7567,
27.073,-14.887,22.6125,
25.6357,-14.134,21.3874,
24.527,-13.5546,20.4413,
22.1568,-12.3703,18.382,
22.2712,-12.3676,18.5217,
23.1482,-12.7935,19.2916,
24.9021,-13.7117,20.7872,
25.0204,-13.7918,20.876,
26.6823,-14.7208,22.2541,
28.0407,-15.4204,23.4199,
28.5979,-15.7154,23.8928,
28.446,-15.6405,23.7602,
26.9681,-14.8604,22.5043,
25.9487,-14.3242,21.6368,
25.761,-14.2203,21.4805,
23.8726,-13.2149,19.8813,
22.04,-12.1842,18.366,
21.2568,-11.7571,17.7094,
20.2311,-11.1176,16.9026,
19.6686,-10.8698,16.3921,
18.7351,-10.3716,15.6024,
17.2318,-9.57575,14.3262,
16.4035,-9.14445,13.6182,
15.3392,-8.54182,12.7408,
13.9319,-7.78392,11.5546,
13.6871,-7.6418,11.3552,
12.4823,-7.01681,10.3234,
9.97087,-5.77864,8.12562,
10.9556,-6.27213,8.98257,
13.2349,-7.44542,10.942,
15.169,-8.45846,12.5918,
17.4596,-9.66153,14.5428,
23.123,-12.666,19.3454,
27.0226,-14.6881,22.6821,
30.822,-16.6961,25.9082,
32.7767,-17.76,27.5481,
35.502,-19.2396,29.8368,
36.7343,-19.9301,30.8578,
37.9358,-20.6077,31.8505,
38.1659,-20.778,32.0142,
38.314,-20.8186,32.1644,
39.9334,-21.7214,33.509,
40.7338,-22.0155,34.2718,
40.7724,-22.077,34.2782,
38.7856,-21.0688,32.5642,
39.1729,-21.3043,32.8731,
38.811,-21.1512,32.541,
37.7497,-20.5828,31.6447,
35.2307,-19.2603,29.4998,
33.3812,-18.2864,27.9269,
32.3409,-17.7518,27.0335,
30.2812,-16.7542,25.224,
30.1195,-16.6363,25.1082,
30.9458,-17.0697,25.8121,
29.288,-16.1931,24.4043,
28.9692,-16.0198,24.1367,
30.9368,-17.084,25.7919,
31.301,-17.243,26.1234,
30.595,-16.8446,25.5405,
29.756,-16.3819,24.8405,
32.1576,-17.6291,26.8948,
32.4153,-17.7548,27.1205,
32.2459,-17.6719,26.9723,
33.3245,-18.2542,27.8802,
34.1781,-18.6488,28.642,
36.0021,-19.6323,30.1782,
36.4334,-19.675,30.6641,
36.4557,-19.7236,30.6593,
36.2417,-19.655,30.449,
35.7842,-19.4526,30.0351,
34.6653,-18.914,29.0507,
33.3402,-18.2098,27.928,
32.8274,-17.9455,27.4882,
32.1485,-17.6015,26.9019,
31.8604,-17.4726,26.6419,
30.0573,-16.6243,25.0415,
31.0634,-17.1275,25.915,
32.6925,-17.9965,27.2932,
33.0445,-18.1862,27.5898,
32.7248,-18.027,27.3119,
34.0142,-18.7636,28.3707,
35.2622,-19.3974,29.4477,
36.0883,-19.8252,30.1551,
35.645,-19.5858,29.7819,
35.7024,-19.6139,29.8321,
35.1777,-19.3324,29.3892,
34.3404,-18.8842,28.6819,
33.745,-18.5698,28.176,
32.5899,-17.8945,27.2376,
32.4361,-17.8172,27.1044,
31.6655,-17.2348,26.5643,
32.6104,-17.7485,27.3574,
32.1219,-17.5288,26.9176,
30.9386,-16.9373,25.8906,
30.2136,-16.6008,25.2443,
30.1672,-16.5868,25.198,
30.9918,-17.0243,25.8972,
31.5931,-17.3444,26.4063,
31.5964,-17.3567,26.4022,
30.4863,-16.8208,25.4259,
32.791,-18.0632,27.3673,
35.7893,-19.6565,29.9081,
38.088,-20.8949,31.8449,
39.3299,-21.5741,32.8846,
41.8008,-22.8882,34.9776,
43.9513,-24.0358,36.7967,
45.796,-25.0178,38.3586,
46.286,-25.291,38.7655,
47.6556,-26.0233,39.923,
49.8552,-27.207,41.777,
50.1066,-27.3717,41.9698,
49.5974,-27.1299,41.5195,
47.7294,-26.1767,39.9108,
47.8885,-26.2976,40.0218,
45.2462,-24.7313,37.8891,
42.0302,-23.0093,35.1726,
39.099,-21.4729,32.6748,
39.1399,-21.4984,32.707,
38.9271,-21.3956,32.5199,
38.3581,-21.1018,32.0322,
37.2255,-20.5038,31.0699,
35.2451,-19.4583,29.3868,
32.9699,-18.2637,27.4491,
31.8621,-17.7094,26.4872,
33.479,-18.5602,27.8632,
34.5062,-19.1063,28.7337,
34.9932,-19.3632,29.1478,
34.3615,-19.0321,28.6093,
35.2733,-19.4903,29.3995,
36.1237,-19.9162,30.1375,
36.1397,-19.8985,30.1683,
36.3702,-20.0054,30.3739,
36.7412,-20.189,30.6973,
38.8733,-21.2969,32.5204,
42.145,-23.0171,35.3046,
44.51,-24.3015,37.2905,
44.6948,-24.3452,37.4825,
43.532,-23.7809,36.4623,
40.9475,-22.2198,34.3945,
39.4173,-21.4322,33.0814,
36.8751,-20.1267,30.8981,
32.8619,-18.0391,27.4681,
30.9816,-17.0731,25.8528,
28.7321,-15.858,23.9595,
26.8979,-14.8724,22.4123,
24.9549,-13.8352,20.7686,
21.5502,-12.053,17.8643,
18.8245,-10.6927,15.4928,
20.6731,-11.5848,17.1222,
22.2153,-12.3531,18.464,
23.4585,-12.9893,19.5341,
24.6046,-13.5786,20.5184,
25.7247,-14.2075,21.4454,
26.2745,-14.4799,21.9244,
27.246,-14.9792,22.7589,
27.5577,-15.1374,23.0279,
27.7788,-15.2464,23.2208,
27.9095,-15.3118,23.3343,
27.7738,-15.2407,23.2187,
27.8045,-15.2676,23.2376,
26.9995,-14.7947,22.5852,
26.5968,-14.5915,22.2368,
25.8345,-14.0524,21.6783,
25.4987,-13.9272,21.3593,
23.8179,-13.0698,19.9116,
22.4172,-12.3431,18.713,
22.2501,-12.2736,18.5587,
21.688,-11.9479,18.1002,
20.2102,-11.1624,16.848,
19.2045,-10.6229,15.9989,
17.558,-9.75657,14.5977,
15.4904,-8.7438,12.7866,
16.5637,-9.27005,13.7267,
16.8122,-9.34294,13.9771,
17.4607,-9.65247,14.5501,
18.6467,-10.2767,15.5593,
20.0173,-11.0308,16.7037,
19.395,-10.6786,16.1905,
20.5271,-11.2588,17.164,
21.0688,-11.5318,17.6327,
21.0444,-11.5084,17.6188,
21.2368,-11.6031,17.7867,
21.2508,-11.6073,17.8007,
21.4119,-11.7035,17.9304,
20.6724,-11.2794,17.3241,
20.2979,-11.0978,16.9954,
19.2517,-10.5002,16.1361,
17.6943,-9.72238,14.7839,
15.2277,-8.43298,12.6795,
13.2332,-7.39663,10.973,
12.3394,-6.9454,10.1991,
11.792,-6.62048,9.75814,
11.7509,-6.58911,9.72966,
11.1981,-6.29613,9.26046,
10.0997,-5.72868,8.31777,
9.11641,-5.29498,7.42105,
11.2561,-6.38578,9.26943,
13.084,-7.3093,10.852,
13.2865,-7.40265,11.0332,
12.5888,-7.03924,10.4368,
13.7305,-7.65018,11.4019,
14.0791,-7.80768,11.7159,
16.7922,-9.21546,14.0375,
19.1667,-10.4528,16.0656,
20.3798,-11.0933,17.096,
20.8577,-11.3509,17.4986,
20.959,-11.4133,17.5789,
20.608,-11.2475,17.268,
19.0962,-10.4228,16.001,
18.2837,-10.0003,15.3065,
16.7663,-9.18635,14.0257,
16.5906,-9.11182,13.8645,
15.7497,-8.66915,13.1491,
13.9191,-7.72567,11.5782,
13.5601,-7.55704,11.2591,
13.0573,-7.25987,10.853,
12.2747,-6.84103,10.1916,
11.4785,-6.42402,9.51247,
10.9054,-6.13862,9.01365,
8.73733,-5.08424,7.10573,
9.63135,-5.53093,7.8849,
10.5513,-5.98043,8.69274,
10.6947,-6.03174,8.83146,
11.0201,-6.19862,9.11154,
12.152,-6.81253,10.0629,
12.9699,-7.2239,10.7718,
14.1842,-7.85888,11.8081,
15.4115,-8.53958,12.8293,
16.092,-8.92085,13.3929,
15.8528,-8.81555,13.1757,
14.587,-8.157,12.0932,
13.1508,-7.43536,10.8471,
11.9643,-6.77798,9.8592,
12.0826,-6.81673,9.97607,
10.9015,-6.13675,9.01021,
10.5265,-5.91138,8.70994,
9.79168,-5.51293,8.09225,
8.34988,-4.74665,6.86948,
7.90633,-4.52653,6.48233,
8.22391,-4.65681,6.77841,
7.99418,-4.52111,6.59291,
7.13604,-4.06816,5.86286,
6.60556,-3.8014,5.40211,
4.67269,-2.87236,3.68559,
5.53719,-3.29114,4.45296,
7.82334,-4.46181,6.42626,
9.00127,-5.07287,7.43565,
9.77396,-5.48864,8.08734,
11.7811,-6.57423,9.77615,
13.0912,-7.2494,10.9007,
12.9344,-7.17078,10.7647,
13.6922,-7.56241,11.4143,
13.8999,-7.65897,11.5994,
15.7177,-8.62208,13.1417,
17.0516,-9.32776,14.2741,
16.994,-9.31515,14.2135,
17.4993,-9.54638,14.666,
19.1535,-10.4201,16.071,
19.7662,-10.7612,16.5801,
19.3141,-10.5566,16.1738,
17.9819,-9.88504,15.0211,
16.428,-9.08981,13.6841,
15.5293,-8.64877,12.8979,
15.2518,-8.50309,12.6616,
14.2271,-7.96326,11.7896,
13.1958,-7.42861,10.9062,
13.0326,-7.35119,10.7615,
11.3402,-6.49759,9.29417,
13.0369,-7.38819,10.7413,
14.7255,-8.24561,12.2004,
16.976,-9.41794,14.1239,
18.5356,-10.2606,15.4367,
20.9449,-11.5262,17.4882,
22.5655,-12.3723,18.8713,
24.714,-13.4914,20.7066,
26.4639,-14.4201,22.19,
28.2876,-15.3974,23.7299,
29.6777,-16.1903,24.8725,
31.2325,-17.0809,26.1479,
30.6215,-16.8233,25.5862,
29.7224,-16.3837,24.7992,
31.4616,-17.3196,26.2653,
30.9086,-16.9957,25.8164,
30.4751,-16.8155,25.4159,
30.3414,-16.7706,25.2854,
29.1821,-16.162,24.2979,
29.2655,-16.1938,24.3768,
27.7551,-15.3743,23.1079,
25.6234,-14.2253,21.312,
23.8644,-13.283,19.826,
22.7361,-12.698,18.8597,
20.403,-11.507,16.8485,
20.8973,-11.7099,17.3083,
21.3175,-11.8762,17.7029,
22.1983,-12.3362,18.4549,
22.2841,-12.3846,18.5257,
23.0049,-12.7398,19.1553,
23.2996,-12.8693,19.423,
24.5687,-13.5119,20.5194,
25.1728,-13.8187,21.0408,
25.2327,-13.8488,21.0926,
26.934,-14.7518,22.5351,
28.283,-15.4724,23.6756,
27.4788,-15.0631,22.9824,
27.4871,-15.0177,23.022,
27.884,-15.2402,23.3507,
26.7198,-14.5286,22.4247,
26.7286,-14.598,22.39,
25.0251,-13.7199,20.9289,
23.899,-13.1328,19.9673,
25.0134,-13.7416,20.9006,
23.9996,-13.1847,20.0535,
23.2977,-12.8256,19.4497,
22.6688,-12.5062,18.9069,
18.3169,-10.2327,15.1922,
14.6138,-8.37242,11.9778,
15.4769,-8.78176,12.7442,
14.4716,-8.19571,11.9272,
14.1638,-8.00536,11.6845,
13.3358,-7.55381,10.9901,
13.2109,-7.49499,10.8791,
14.2465,-7.99849,11.7893,
15.7794,-8.77596,13.1138,
15.4933,-8.61767,12.8755,
15.2221,-8.48073,12.6407,
14.9152,-8.33673,12.3678,
17.0571,-9.45107,14.1994,
19.9582,-10.9696,16.6732,
19.4694,-10.647,16.3003,
20.5007,-11.1857,17.1801,
21.2073,-11.5235,17.8033,
20.1174,-10.969,16.8639,
20.2443,-11.0489,16.9634,
19.8518,-10.8627,16.6162,
19.1906,-10.5507,16.0301,
18.6128,-10.2305,15.5491,
17.5223,-9.65495,14.6223,
16.2632,-8.99432,13.5496,
13.8738,-7.7557,11.5035,
12.0971,-6.89891,9.9371,
13.8738,-7.79243,11.4787,
14.9637,-8.32401,12.4347,
15.3621,-8.52292,12.781,
15.125,-8.40379,12.5755,
16.8879,-9.34838,14.0645,
17.9994,-9.9078,15.0271,
20.1959,-11.0548,16.9017,
23.6925,-12.9024,19.8712,
23.4405,-12.7631,19.6612,
24.3043,-13.2292,20.3885,
25.1919,-13.719,21.1287,
24.8779,-13.5769,20.8466,
24.3202,-13.2507,20.3935,
26.8919,-14.6287,22.5649,
26.1027,-14.1772,21.9171,
24.7281,-13.5029,20.716,
23.4002,-12.8217,19.5748,
23.1529,-12.7048,19.3557,
23.4666,-12.8955,19.6058,
23.3993,-12.8345,19.5653,
23.4476,-12.8534,19.6108,
23.2236,-12.7392,19.4177,
22.121,-12.1796,18.4661,
20.5225,-11.4323,17.0433,
22.3212,-12.3534,18.5911,
22.4757,-12.3864,18.7546,
22.8345,-12.5597,19.0701,
22.1973,-12.2346,18.5211,
22.79,-12.5844,19.0005,
24.1504,-13.2812,20.1705,
24.6575,-13.5444,20.6044,
24.5208,-13.4754,20.4862,
25.3411,-13.9058,21.1849,
26.2016,-14.3596,21.9163,
27.3507,-14.975,22.8868,
27.8565,-15.2479,23.3128,
26.2799,-14.3561,22.0121,
27.2488,-14.8819,22.826,
27.0407,-14.7008,22.6955,
26.6243,-14.5294,22.3103,
27.0145,-14.7479,22.6336,
27.9976,-15.2787,23.4612,
28.3095,-15.4667,23.7109,
27.3908,-14.96,22.9446,
26.6789,-14.5864,22.3383,
26.1663,-14.3253,21.8966,
24.6984,-13.5729,20.6346,
22.4734,-12.5017,18.6751,
22.8694,-12.6736,19.0366,
22.8106,-12.5994,19.0152,
22.4528,-12.415,18.7081,
21.9062,-12.133,18.2392,
23.8551,-13.1959,19.873,
24.0699,-13.2954,20.0647,
24.6256,-13.5635,20.5536,
25.4957,-14.007,21.3034,
27.0661,-14.8377,22.6366,
28.4105,-15.5614,23.7697,
30.9588,-16.9128,25.9308,
33.1989,-18.1102,27.8242,
32.9373,-17.9127,27.6406,
33.1735,-18.0654,27.823,
33.625,-18.1881,28.2813,
34.3997,-18.6549,28.9022,
36.4453,-19.7674,30.6188,
35.8658,-19.4948,30.105,
35.3627,-19.281,29.6439,
35.1741,-19.175,29.488,
33.0413,-18.0621,27.6675,
30.9275,-16.9587,25.8634,
27.7597,-15.3104,23.1558,
25.3559,-14.1234,21.0583,
27.2968,-15.0752,22.7564,
30.003,-16.4725,25.0767,
30.0949,-16.5167,25.1576,
29.7565,-16.3442,24.8659,
32.5536,-17.8747,27.2071,
34.7776,-19.0418,29.1014,
36.6078,-20.0202,30.6484,
36.4848,-19.961,30.5401,
