m1,m2,m3,m4,m5,m6,m7
120.778,54.5179,66.2596,28.4417,4.01088,-22.3787,27.8124,
117.003,52.7594,64.2441,27.6129,3.94218,-21.7385,27.0028,
112.758,51.3281,61.4302,26.2716,3.02885,-20.4512,25.6829,
114.508,52.0622,62.4459,26.703,3.05803,-20.7698,26.1052,
108.836,49.3885,59.4478,25.2876,2.65829,-19.548,24.7226,
102.918,46.7681,56.1502,23.92,2.5512,-18.469,23.3879,
99.2844,45.0604,54.224,23.1527,2.51116,-17.8701,22.6391,
93.0382,42.2352,50.8031,21.7452,2.4131,-16.7852,21.2642,
87.1742,39.6315,47.5427,20.3981,2.36606,-15.7642,19.9486,
85.0141,38.6419,46.3722,19.8793,2.23063,-15.3179,19.4419,
84.899,38.5839,46.3152,19.8347,2.19125,-15.2569,19.3991,
84.9627,38.563,46.3997,19.8691,2.18829,-15.2687,19.4334,
80.7683,36.5759,44.1924,18.9738,2.15156,-14.578,18.5596,
74.6091,33.5308,41.0783,17.8117,2.33608,-13.7577,17.4278,
73.8351,33.1472,40.6879,17.6141,2.5588,-13.6571,17.2396,
77.845,34.9817,42.8633,18.4859,2.56824,-14.3421,18.0882,
81.6959,36.7791,44.9168,19.3335,2.57899,-14.999,18.9141,
80.181,36.1238,44.0572,18.975,2.52924,-14.7314,18.5627,
83.151,37.1772,45.9739,19.8641,3.12628,-15.5911,19.4388,
84.0043,37.7297,46.2746,19.9347,3.03559,-15.6282,19.5053,
87.6834,39.4279,48.2555,20.7452,3.09971,-16.2586,20.2965,
91.6422,41.1774,50.4648,21.669,3.20255,-16.9745,21.1995,
91.4636,41.1616,50.302,21.582,3.16109,-16.9003,21.1136,
89.9588,40.5454,49.4134,21.1956,3.09035,-16.5966,20.7353,
89.6502,40.4182,49.232,21.1167,3.07485,-16.5345,20.6579,
88.8294,40.0561,48.7733,20.9247,3.05848,-16.3841,20.4706,
87.1447,39.6581,47.4867,20.2687,2.44198,-15.6992,19.8225,
90.6388,41.2237,49.4152,21.0797,2.50465,-16.3182,20.6152,
86.2445,39.289,46.9555,19.942,2.11663,-15.3301,19.5022,
85.4237,39.004,46.4197,19.7622,2.10789,-15.1788,19.3275,
83.0279,37.8654,45.1625,19.2632,2.07177,-14.7957,18.8399,
78.1513,35.609,42.5423,18.1922,1.9957,-13.9812,17.793,
77.9042,35.4288,42.4754,18.1992,2.07148,-14.0102,17.8004,
79.9653,36.3336,43.6318,18.658,2.03027,-14.3222,18.2492,
77.7847,35.3391,42.4456,18.1624,1.98531,-13.9333,17.7651,
76.1416,34.5536,41.588,17.8165,1.97839,-13.6648,17.4279,
73.8193,33.3664,40.4529,17.3857,2.00085,-13.3339,17.0085,
66.969,30.051,36.918,16.0392,2.16717,-12.3706,15.6967,
69.9337,31.3926,38.5411,16.6827,2.44008,-12.9187,16.3297,
75.3473,33.8194,41.5279,17.8838,2.50031,-13.8508,17.5011,
76.0565,34.2278,41.8287,17.9982,2.44678,-13.9526,17.61,
74.7341,33.6413,41.0928,17.7021,2.4037,-13.7369,17.3193,
78.4405,35.0468,43.3937,18.7472,2.9742,-14.7049,18.3473,
81.4699,36.5237,44.9462,19.3569,2.96545,-15.1653,18.9411,
85.1268,38.2622,46.8646,20.1301,3.00798,-15.7622,19.6956,
85.001,38.2745,46.7265,20.0526,2.96047,-15.6956,19.6187,
86.477,38.9335,47.5436,20.3937,2.9935,-15.9601,19.952,
87.1863,39.2533,47.9329,20.5559,3.00722,-16.0857,20.1104,
85.8433,38.6917,47.1517,20.22,2.95124,-15.8221,19.7816,
84.1874,37.9269,46.2605,19.8575,2.9255,-15.5437,19.4276,
80.8404,36.7604,44.08,18.8356,2.30791,-14.5873,18.4222,
78.5646,35.7377,42.8269,18.3168,2.25899,-14.1883,17.9151,
74.109,33.8211,40.2879,17.1477,1.85654,-13.1677,16.7714,
70.845,32.4074,38.4376,16.4134,1.77903,-12.5847,16.0545,
68.146,31.038,37.1081,15.8982,1.73946,-12.1838,15.5513,
65.3005,29.6687,35.6318,15.3,1.70746,-11.7186,14.9675,
61.3507,27.8638,33.4868,14.4235,1.71557,-11.0627,14.1121,
59.7359,27.1425,32.5935,14.0132,1.60323,-10.7027,13.7116,
58.3682,26.4889,31.8793,13.7093,1.5771,-10.4511,13.4157,
55.4531,25.1026,30.3505,13.0826,1.55168,-9.96175,12.8044,
47.8472,21.5839,26.2633,11.4013,1.4641,-8.66639,11.1632,
41.6761,18.534,23.1421,10.2235,1.64776,-7.82238,10.0186,
47.2602,21.0384,26.2218,11.4771,1.89579,-8.83515,11.2457,
50.9051,22.77,28.1351,12.2142,1.96367,-9.39611,11.9662,
50.7608,22.7299,28.0308,12.141,1.9175,-9.34054,11.8931,
47.7955,21.3617,26.4338,11.4775,1.84101,-8.83628,11.2438,
53.2656,23.6757,29.5899,12.8286,2.22435,-9.96593,12.5687,
57.4542,25.6515,31.8027,13.7102,2.24916,-10.6313,13.4283,
57.9751,26.0105,31.9647,13.7393,2.19194,-10.6467,13.4549,
57.3842,25.7911,31.5931,13.565,2.13713,-10.5028,13.2837,
57.7391,25.9691,31.77,13.626,2.12376,-10.5409,13.3431,
56.6268,25.5128,31.1141,13.3336,2.06381,-10.3028,13.0569,
55.8699,25.1413,30.7285,13.1759,2.04958,-10.177,12.9031,
54.4418,24.4384,30.0033,12.8876,2.04256,-9.9534,12.6223,
49.8724,22.501,27.3713,11.7408,1.6534,-8.9698,11.4976,
50.5869,22.8258,27.7611,11.8898,1.65128,-9.06918,11.6436,
49.5086,22.5305,26.9781,11.4855,1.22096,-8.64979,11.2432,
49.4558,22.4084,27.0474,11.539,1.23042,-8.66201,11.2974,
47.7889,21.5583,26.2306,11.2234,1.26168,-8.40632,10.9912,
46.1639,20.7836,25.3802,10.8822,1.2782,-8.14045,10.6593,
45.295,20.3926,24.9024,10.7009,1.35883,-8.02283,10.4837,
43.6395,19.653,23.9865,10.2926,1.26073,-7.67583,10.0847,
44.6766,20.111,24.5657,10.5261,1.28073,-7.84177,10.3137,
43.9019,19.7107,24.1912,10.3824,1.29854,-7.72953,10.1743,
40.396,17.9864,22.4096,9.68742,1.30973,-7.20201,9.49691,
33.2974,14.5113,18.7861,8.31836,1.49822,-6.22798,8.1665,
37.2432,16.3906,20.8527,9.14195,1.62235,-6.9352,8.96856,
40.2428,17.8849,22.3579,9.71132,1.62552,-7.37988,9.52225,
40.7457,18.1755,22.5702,9.77138,1.60689,-7.42635,9.57993,
40.3943,18.0009,22.3933,9.6983,1.5983,-7.37066,9.50842,
45.4571,20.1692,25.2879,10.9339,1.93871,-8.4001,10.7201,
49.152,21.9162,27.2358,11.7115,1.96292,-8.98962,11.4781,
54.5214,24.4244,30.097,12.8796,2.06842,-9.89611,12.6187,
54.6381,24.5664,30.0717,12.8442,2.02295,-9.86162,12.5829,
53.9096,24.2921,29.6175,12.641,1.974,-9.7007,12.3836,
56.4019,25.4072,30.9947,13.2147,2.03479,-10.1434,12.9443,
57.7087,26.0409,31.6678,13.4817,2.04411,-10.3436,13.205,
57.6659,25.9887,31.6772,13.4992,2.0654,-10.3618,13.2224,
54.8893,24.8732,30.016,12.754,1.68325,-9.68348,12.4897,
62.2772,28.1986,34.0786,14.4436,1.82767,-10.9732,14.1414,
60.2847,27.4104,32.8743,13.9329,1.55669,-10.556,13.6372,
56.6255,25.658,30.9675,13.1862,1.53107,-9.98176,12.9084,
54.9682,24.7652,30.203,12.9145,1.58761,-9.77838,12.6449,
51.1201,22.9706,28.1495,12.0837,1.58363,-9.14648,11.8347,
43.7984,19.6406,24.1578,10.458,1.54976,-7.925,10.248,
41.2562,18.4761,22.7801,9.89102,1.51837,-7.478,9.69541,
40.3732,18.0772,22.296,9.68392,1.50997,-7.29454,9.49491,
41.9809,18.7607,23.2202,10.0739,1.5762,-7.56838,9.8787,
41.397,18.3829,23.0142,10.0196,1.65378,-7.51501,9.82954,
36.1116,15.7664,20.3452,8.99233,1.73127,-6.74329,8.83259,
42.6716,18.6135,24.0581,10.5617,2.17084,-8.13866,10.3674,
46.857,20.6525,26.2045,11.4082,2.18391,-8.82149,11.1888,
50.8822,22.4536,28.4286,12.3341,2.27372,-9.55344,12.0919,
53.3762,23.494,29.8822,12.9702,2.37736,-10.0686,12.7135,
57.3914,25.4136,31.9778,13.8156,2.41515,-10.7246,13.5371,
61.1169,27.2463,33.8706,14.5644,2.42785,-11.2992,14.2662,
65.3978,29.281,36.1168,15.4723,2.46598,-12.0008,15.1512,
67.1758,30.0942,37.0816,15.8774,2.49472,-12.3235,15.546,
70.4004,31.5237,38.8767,16.6359,2.57277,-12.9211,16.2865,
74.8101,33.484,41.3261,17.6712,2.69087,-13.7343,17.298,
75.6792,33.893,41.7862,17.8718,2.70476,-13.9014,17.493,
72.2457,32.3886,39.8571,17.0752,2.60759,-13.2953,16.7134,
68.3011,30.6317,37.6694,16.1713,2.50029,-12.5962,15.8294,
67.7616,30.409,37.3526,16.0425,2.48089,-12.4987,15.7032,
65.7915,29.7317,36.0598,15.4839,2.2649,-12.0269,15.1539,
65.4418,29.4896,35.9522,15.4836,2.25551,-12.0135,15.1541,
61.1911,27.5566,33.6344,14.5194,2.17449,-11.2521,14.2134,
59.3618,26.7211,32.6407,14.1012,2.14777,-10.9148,13.8062,
58.5034,26.2819,32.2215,13.9311,2.15554,-10.7749,13.6414,
54.6831,24.6014,30.0817,13.0183,2.03867,-10.0521,12.7495,
54.7525,24.63,30.1224,13.021,2.04117,-10.0375,12.7533,
56.0436,25.1293,30.9142,13.3603,2.11973,-10.2914,13.0871,
51.178,22.7991,28.3789,12.3434,2.09391,-9.5088,12.0963,
45.237,19.829,25.408,11.1998,2.14602,-8.64324,10.9855,
51.2671,22.5326,28.7345,12.5664,2.3916,-9.76939,12.3208,
56.2571,24.8582,31.3989,13.6362,2.49391,-10.6011,13.365,
59.8408,26.5186,33.3221,14.4177,2.56738,-11.2086,14.128,
61.679,27.2834,34.3956,14.8858,2.62271,-11.5887,14.5845,
66.9732,29.7093,37.2639,16.0672,2.69246,-12.5094,15.736,
71.2408,31.7447,39.4961,16.9681,2.71368,-13.2066,16.6135,
76.353,34.1329,42.2201,18.0817,2.76299,-14.0674,17.6993,
78.1671,35.0381,43.129,18.4507,2.7649,-14.3583,18.0583,
82.4627,36.9963,45.4664,19.4329,2.8673,-15.1291,19.0175,
85.4038,38.3165,47.0873,20.1277,2.95227,-15.6836,19.696,
76.8656,34.5399,42.3257,18.1503,2.70702,-14.1685,17.761,
75.2661,33.6964,41.5697,17.8835,2.7295,-13.9833,17.5007,
73.5515,33.2358,40.3157,17.2579,2.16939,-13.3367,16.8825,
74.4098,33.5797,40.83,17.4876,2.18525,-13.5098,17.1072,
73.7003,33.386,40.3143,17.1942,1.84244,-13.1671,16.8186,
73.7032,33.4006,40.3026,17.2227,1.79824,-13.1704,16.8464,
74.4596,33.7111,40.7485,17.414,1.82098,-13.3019,17.0345,
76.5787,34.601,41.9777,17.9479,1.9041,-13.7095,17.5575,
78.5739,35.4772,43.0967,18.4448,2.04278,-14.1183,18.044,
76.0774,34.4054,41.6721,17.8216,1.92045,-13.6159,17.4345,
76.613,34.6251,41.9878,17.9601,1.93518,-13.7216,17.5701,
78.4599,35.4253,43.0346,18.4076,1.99287,-14.0656,18.0079,
74.3041,33.4364,40.8677,17.5513,1.98267,-13.4206,17.1719,
62.8864,28.0774,34.8091,15.1606,2.0685,-11.6695,14.839,
67.9089,30.3478,37.5611,16.2807,2.36013,-12.5934,15.9363,
73.0834,32.676,40.4074,17.4201,2.43907,-13.4731,17.0487,
72.8555,32.6485,40.2071,17.3186,2.36496,-13.4078,16.9464,
70.9767,31.8396,39.1371,16.8758,2.30565,-13.0782,16.5124,
75.5785,33.5782,42.0003,18.1759,2.93416,-14.2525,17.7905,
78.4003,34.9424,43.4579,18.7524,2.92928,-14.6898,18.3519,
79.3165,35.4277,43.8888,18.913,2.90841,-14.8157,18.5073,
78.4477,35.0658,43.3819,18.6894,2.85512,-14.6362,18.2881,
73.9723,33.1511,40.8212,17.5886,2.67888,-13.7672,17.2111,
69.3099,31.1582,38.1517,16.4376,2.49673,-12.8551,16.0852,
65.1989,29.4089,35.79,15.4123,2.33254,-12.0371,15.0826,
61.3248,27.6856,33.6392,14.4976,2.22118,-11.3114,14.1892,
57.6292,26.1632,31.4659,13.5213,1.81475,-10.4388,13.2316,
57.3224,25.9871,31.3353,13.4604,1.80073,-10.3736,13.1729,
53.6315,24.5179,29.1135,12.4378,1.35815,-9.46467,12.1704,
53.3758,24.3575,29.0183,12.4214,1.31233,-9.42184,12.1551,
52.5039,23.8644,28.6395,12.2742,1.33789,-9.28539,12.0136,
49.2629,22.356,26.9069,11.557,1.31846,-8.72466,11.3144,
47.6663,21.6102,26.0561,11.2174,1.38565,-8.47878,10.9843,
48.2802,21.8756,26.4046,11.328,1.32655,-8.51855,11.0931,
51.1689,23.1145,28.0544,12.0163,1.39162,-9.02981,11.7671,
54.0161,24.3359,29.6803,12.7064,1.47919,-9.55486,12.4427,
52.9275,23.7106,29.2169,12.5626,1.53473,-9.45444,12.3035,
54.2175,23.9725,30.2451,13.151,1.88728,-9.98499,12.8836,
61.9486,27.5732,34.3754,14.8442,2.13906,-11.3735,14.5364,
73.1934,32.8081,40.3853,17.2961,2.35265,-13.2689,16.9317,
77.0793,34.5817,42.4977,18.1771,2.43488,-13.9748,17.791,
76.9071,34.5186,42.3885,18.1486,2.42058,-13.9885,17.7606,
86.1483,38.3902,47.7581,20.5016,3.19621,-16.0066,20.0668,
91.4386,40.9579,50.4808,21.6067,3.22838,-16.8692,21.1433,
97.763,43.9829,53.7801,22.9595,3.31687,-17.931,22.4627,
106.115,47.778,58.3371,24.8734,3.5215,-19.4323,24.3323,
113.718,51.4184,62.2993,26.491,3.63391,-20.6844,25.9115,
114.88,52.2972,62.5833,26.5459,3.52409,-20.7193,25.9617,
123.979,56.4191,67.5598,28.6451,3.76925,-22.369,28.0129,
134.991,61.1952,73.7955,31.3368,4.17345,-24.5064,30.6447,
132.443,60.6655,71.7773,30.3563,3.24455,-23.5325,29.6754,
135.08,61.936,73.1444,30.9662,3.29747,-24.0393,30.2691,
129.295,59.2795,70.0153,29.5438,2.92142,-22.8544,28.8782,
123.697,56.7459,66.9508,28.3137,2.85728,-21.9201,27.6761,
121.093,55.4576,65.6352,27.8208,2.85896,-21.5577,27.1944,
118.233,54.1161,64.1167,27.2183,2.84447,-21.1038,26.6058,
117.174,53.6502,63.5241,26.9995,2.90835,-20.9556,26.3929,
115.618,52.9751,62.6433,26.6132,2.79508,-20.62,26.0156,
115.343,52.8502,62.4927,26.5545,2.7781,-20.5587,25.9589,
114.2,52.4077,61.792,26.2464,2.75574,-20.3059,25.6589,
111.839,51.3797,60.4593,25.6866,2.754,-19.8622,25.1137,
108.237,49.6097,58.6272,25.0312,2.989,-19.4207,24.4774,
118.205,53.9701,64.2352,27.3882,3.34387,-21.3008,26.7812,
121.59,55.7822,65.808,28.0122,3.30234,-21.8134,27.3862,
117.32,54.1607,63.1595,26.8538,3.12353,-20.9389,26.2508,
117.073,54.166,62.9065,26.7169,3.06625,-20.8262,26.1161,
122.591,56.3549,66.2364,28.1999,3.67438,-22.1221,27.5701,
127.037,58.4861,68.551,29.1161,3.67517,-22.8042,28.4644,
132.645,61.1521,71.4933,30.2944,3.72873,-23.6956,29.6155,
134.472,62.0188,72.4529,30.6768,3.72937,-23.9784,29.9889,
139.31,64.196,75.1142,31.7821,3.83841,-24.8242,31.0698,
142.39,65.5812,76.8089,32.4908,3.91125,-25.3684,31.7629,
143.842,66.2541,77.5881,32.8182,3.94131,-25.6202,32.0828,
150.05,68.9992,81.0508,34.2845,4.14184,-26.7579,33.5174,
142.313,66.02,76.2928,32.1515,3.25558,-24.9093,31.4266,
139.513,64.799,74.7141,31.5016,3.19784,-24.4181,30.7908,
135.261,62.6273,72.6333,30.4771,2.86266,-23.5066,29.7911,
127.87,59.0936,68.7762,28.8968,2.78466,-22.2898,28.2479,
123.521,57.0278,66.4929,27.9792,2.75781,-21.5851,27.3522,
119.262,55.0279,64.2346,27.0665,2.7446,-20.8844,26.4616,
118.526,54.5677,63.9585,27.0201,2.8707,-20.8703,26.4182,
112.886,52.0345,60.8517,25.7214,2.70387,-19.8392,25.1494,
107.298,49.5358,57.7618,24.4387,2.59033,-18.8415,23.8964,
104.356,48.2336,56.1223,23.7511,2.54776,-18.2938,23.2259,
104.182,48.0978,56.0846,23.7489,2.61096,-18.2675,23.2269,
99.173,45.675,53.498,22.7778,2.82493,-17.5764,22.2829,
103.481,47.5674,55.9137,23.7649,3.07348,-18.381,23.2497,
111.216,51.2163,60.0001,25.4398,3.11209,-19.6814,24.8826,
115.791,53.3703,62.4203,26.4378,3.11363,-20.457,25.855,
126.06,58.0429,68.0176,28.7623,3.26008,-22.2388,28.1257,
135.143,61.6682,73.4743,31.2149,4.15956,-24.3725,30.528,
137.647,62.9725,74.6746,31.6988,4.12305,-24.7659,30.9969,
144.545,66.2162,78.3293,33.213,4.24087,-25.9591,32.4745,
149.752,68.5436,81.2084,34.446,4.38487,-26.9434,33.6783,
146.371,67.0972,79.2742,33.656,4.27219,-26.359,32.9035,
148.148,67.8454,80.3027,34.1262,4.34866,-26.7525,33.3622,
152.851,69.8682,82.9825,35.2912,4.52389,-27.6818,34.5009,
154.677,70.6632,84.0134,35.7566,4.61089,-28.0659,34.9556,
146.763,67.7185,79.0448,33.5147,3.57836,-26.104,32.7551,
141.153,65.1565,75.9961,32.2845,3.48752,-25.1855,31.5514,
136.255,62.676,73.5785,31.1194,3.1422,-24.1673,30.4139,
134.282,61.7404,72.5419,30.6656,3.12401,-23.7918,29.9726,
127.091,58.4937,68.5974,29.0395,3.01313,-22.543,28.3838,
122.316,56.27,66.0464,28.0053,2.96713,-21.7495,27.3739,
119.914,55.1034,64.8102,27.5378,3.02786,-21.4075,26.9186,
115.12,52.9237,62.196,26.4352,2.85927,-20.5173,25.8415,
111.98,51.4766,60.5035,25.7335,2.78848,-19.9553,25.1568,
104.717,48.2549,56.462,24.0318,2.65154,-18.6314,23.4949,
98.6413,45.4748,53.1665,22.6606,2.57858,-17.56,22.1569,
89.5892,41.1437,48.4455,20.8094,2.70033,-16.197,20.3523,
92.7512,42.4405,50.3107,21.6135,2.90316,-16.8703,21.1389,
96.8927,44.5259,52.3668,22.4133,2.85592,-17.4825,21.917,
101.793,46.752,55.0415,23.5097,2.88658,-18.3127,22.9874,
104.915,48.0947,56.82,24.2544,2.93667,-18.8783,23.7151,
118.203,53.5571,64.6454,27.6713,3.89903,-21.7136,27.0627,
126.446,57.2503,69.1954,29.5811,4.10322,-23.2097,28.9284,
132.974,60.2784,72.6954,31.0454,4.26003,-24.3709,30.3581,
140.156,63.5372,76.6189,32.6982,4.44514,-25.6699,31.9728,
142.243,64.555,77.6884,33.1535,4.47983,-26.042,32.4162,
144.68,65.6042,79.0755,33.7769,4.58008,-26.5583,33.0245,
142.155,64.5969,77.5584,33.1353,4.46613,-26.07,32.3953,
146.92,66.6523,80.2678,34.3091,4.64912,-27.0012,33.5432,
148.846,68.1235,80.7224,34.3157,3.70048,-26.7184,33.5395,
146.26,67.0401,79.2194,33.7045,3.65457,-26.2723,32.9408,
143.272,65.5199,77.7524,32.9619,3.48538,-25.6386,32.2161,
143.357,65.4624,77.8949,33.0559,3.53456,-25.7011,32.3097,
141.905,64.7513,77.1541,32.787,3.54679,-25.5008,32.0474,
143.894,65.5693,78.3243,33.3103,3.62268,-25.9042,32.5596,
149.083,67.8225,81.2606,34.5837,3.80612,-26.8977,33.8054,
152.849,69.5376,83.3118,35.4427,3.87346,-27.5478,34.6454,
155.247,70.6222,84.6252,35.9999,3.91987,-27.9721,35.1902,
153.984,70.0486,83.935,35.7283,3.91315,-27.7692,34.9248,
157.203,71.3279,85.875,36.5981,4.05232,-28.4442,35.7763,
147.141,66.6167,80.5238,34.4536,4.00797,-26.8291,33.6821,
145.25,65.0905,80.1596,34.5827,5.2187,-27.3548,33.8206,
146.631,65.9638,80.6671,34.7744,5.11255,-27.5221,34.0021,
147.669,66.5314,81.1378,34.9541,5.05981,-27.6579,34.1755,
147.649,66.4962,81.1531,34.9666,5.05826,-27.6692,34.1875,
151.242,68.2141,83.0278,35.7089,5.06741,-28.2302,34.9115,
159.533,71.9564,87.5771,37.5906,5.24603,-29.6817,36.7504,
164.653,74.384,90.2686,38.6716,5.29594,-30.5058,37.8057,
169.019,76.3269,92.6918,39.6932,5.41638,-31.3059,38.8041,
173.796,78.4445,95.3516,40.8192,5.55779,-32.1888,39.9048,
176.25,79.5477,96.7024,41.3947,5.62811,-32.6451,40.467,
174.591,78.9117,95.6798,40.9514,5.54227,-32.3013,40.0325,
170.011,76.9522,93.0589,39.8466,5.39315,-31.4459,38.9514,
170.483,77.013,93.4701,40.0703,5.48289,-31.6359,39.1712,
170.358,77.0067,93.3512,40.0249,5.46936,-31.6033,39.1264,
167.135,75.3298,91.8056,39.2521,5.34526,-30.9495,38.3731,
166.655,75.0422,91.613,39.1797,5.38886,-30.8769,38.3051,
159.409,71.8275,87.5813,37.51,5.20773,-29.5792,36.6731,
155.139,69.8367,85.302,36.5895,5.14189,-28.8705,35.7742,
151.256,68.087,83.1694,35.6983,5.04138,-28.1675,34.9037,
144.192,64.996,79.1958,34.0082,4.80463,-26.8317,33.2515,
139.211,62.7671,76.4439,32.8435,4.65641,-25.9056,32.1137,
136.901,61.6877,75.2128,32.3243,4.61378,-25.4807,31.608,
123.091,55.6691,67.4223,29.0129,4.19711,-22.8718,28.3719,
104.797,47.5314,57.2654,24.7526,3.7506,-19.5396,24.2102,
109.923,49.9098,60.0131,25.9013,3.94639,-20.4624,25.3336,
110.964,50.6512,60.3126,25.9641,3.79662,-20.4946,25.3902,
109.45,50.1041,59.3463,25.5139,3.64665,-20.1231,24.9481,
109.069,49.9756,59.0936,25.3696,3.58069,-19.984,24.8069,
112.28,51.5072,60.7729,26.0137,3.56239,-20.4517,25.4355,
115.66,53.0644,62.596,26.7358,3.57793,-20.9888,26.1408,
118.521,54.4347,64.0864,27.305,3.55078,-21.3998,26.6963,
125.948,57.6684,68.2799,29.0665,3.77254,-22.7614,28.4194,
134.916,61.5194,73.3968,31.2495,4.09127,-24.4713,30.555,
139.876,63.6546,76.2209,32.474,4.2852,-25.4491,31.7521,
138.485,63.0538,75.4315,32.1698,4.26372,-25.2397,31.4535,
141.47,64.2517,77.2185,32.9841,4.4388,-25.9087,32.2499,
134.537,61.7273,72.8094,30.9797,3.41419,-24.1225,30.2808,
135.553,62.1176,73.4352,31.2846,3.45147,-24.3726,30.5782,
138.993,63.3311,75.6622,32.0719,3.27175,-24.8524,31.3491,
135.757,61.8063,73.9512,31.3803,3.24528,-24.3088,30.6747,
125.579,57.1938,68.3849,29.1006,3.07895,-22.5663,28.4466,
118.401,53.8361,64.5645,27.5567,2.98011,-21.3856,26.938,
113.788,51.5763,62.2119,26.6403,2.99487,-20.7006,26.0436,
106.453,48.1187,58.3347,25.0247,2.78444,-19.4121,24.4655,
96.3581,43.525,52.8331,22.7093,2.55947,-17.594,22.2041,
88.0383,39.7047,48.3336,20.8231,2.39584,-16.1055,20.3628,
77.7055,34.9008,42.8047,18.5511,2.2437,-14.3304,18.1454,
66.5521,29.579,36.9731,16.2425,2.29807,-12.5971,15.8949,
63.8399,28.1157,35.7242,15.7015,2.42671,-12.199,15.3714,
62.2334,27.4457,34.7877,15.252,2.2993,-11.837,14.9301,
61.6323,27.4002,34.232,14.9221,2.18492,-11.5437,14.6071,
72.5422,32.5938,39.9484,17.188,2.30484,-13.2321,16.8219,
96.3347,42.9852,53.3494,22.8625,3.46431,-17.789,22.3777,
109.192,48.8773,60.3152,25.7624,3.7712,-20.0643,25.2102,
115.967,52.0845,63.8821,27.2567,3.91735,-21.2721,26.6672,
118.196,53.1304,65.0655,27.7906,3.98009,-21.7403,27.1857,
119.936,53.9718,65.9645,28.1926,4.01255,-22.0924,27.5758,
120.306,54.2199,66.0862,28.2555,3.99254,-22.1683,27.6347,
120.797,54.4273,66.3699,28.4069,4.01739,-22.3156,27.7811,
121.826,54.8443,66.9813,28.6975,4.07743,-22.564,28.0646,
117.406,53.4685,63.9376,27.2518,3.08229,-21.1969,26.6406,
113.636,51.8753,61.7604,26.3359,2.98427,-20.5008,25.7444,
109.025,49.7254,59.2996,25.1724,2.60848,-19.4831,24.6076,
107.574,49.059,58.5152,24.8767,2.60492,-19.2346,24.3203,
106.471,48.4878,57.9836,24.6946,2.6195,-19.0903,24.1435,
106.867,48.6315,58.2351,24.8218,2.65288,-19.1834,24.2686,
110.283,50.1399,60.1426,25.652,2.80509,-19.8387,25.0811,
111.891,50.8827,61.0078,25.991,2.75658,-20.064,25.4127,
109.152,49.7024,59.4496,25.3281,2.68806,-19.5492,24.7648,
110.541,50.266,60.2754,25.6915,2.74066,-19.8276,25.1205,
107.433,48.7441,58.6888,25.0742,2.74579,-19.3607,24.5182,
101.384,45.7513,55.6328,23.9471,2.93442,-18.5743,23.4197,
104.892,47.1649,57.7267,24.8219,3.16835,-19.3146,24.2753,
104.96,47.4114,57.5484,24.7127,3.06369,-19.2581,24.164,
104.799,47.4321,57.3674,24.6308,3.01077,-19.2061,24.0819,
104.287,47.1318,57.1549,24.5655,3.00651,-19.162,24.0177,
106.327,47.4537,58.8728,25.4583,3.8746,-20.0985,24.901,
99.8167,44.6216,55.1951,23.8828,3.61365,-18.8586,23.3589,
94.0549,42.047,52.008,22.5261,3.42197,-17.7919,22.0322,
82.2585,36.7969,45.4616,19.7428,3.0419,-15.595,19.3114,
72.7926,32.5579,40.2347,17.5099,2.74216,-13.8183,17.1298,
66.3309,29.6525,36.6784,15.9748,2.53518,-12.5803,15.631,
64.1194,28.5898,35.5297,15.4659,2.48047,-12.1471,15.1361,
61.8616,27.4528,34.4087,14.9936,2.46603,-11.7552,14.6776,
56.406,25.3188,31.0871,13.4706,1.86916,-10.4042,13.1837,
53.0479,23.8293,29.2186,12.6608,1.78526,-9.7556,12.3935,
50.8485,22.9694,27.8792,12.0123,1.37415,-9.1337,11.7562,
50.4604,22.7433,27.7171,11.9667,1.33069,-9.06823,11.7124,
48.0531,21.5328,26.5204,11.4848,1.34223,-8.67998,11.244,
47.249,21.0505,26.1985,11.3716,1.38905,-8.58331,11.1356,
45.4577,20.1768,25.2809,11.0175,1.46553,-8.32816,10.7919,
42.7038,18.9544,23.7494,10.3428,1.34237,-7.76615,10.133,
41.5579,18.4374,23.1205,10.0681,1.32083,-7.53422,9.86585,
37.6445,16.6396,21.0049,9.19171,1.28296,-6.85199,9.0112,
33.36,14.5616,18.7984,8.31097,1.28958,-6.16942,8.15395,
27.5543,11.6318,15.9225,7.25004,1.52294,-5.42415,7.12822,
32.6028,14.0701,18.5327,8.27561,1.6076,-6.28336,8.12461,
36.1075,15.7408,20.3667,8.99643,1.61376,-6.85565,8.82467,
34.6279,15.1188,19.5092,8.61794,1.55515,-6.57332,8.45344,
34.0827,14.887,19.1958,8.47833,1.53063,-6.46716,8.31651,
40.014,17.4417,22.5723,9.91223,1.93042,-7.66402,9.72316,
42.4288,18.5264,23.9024,10.4592,1.95865,-8.08948,10.2559,
45.4786,19.9621,25.5165,11.1116,1.99719,-8.59558,10.8918,
49.266,21.7919,27.474,11.8851,2.02377,-9.17601,11.6463,
50.1468,22.2372,27.9096,12.0538,2.02065,-9.30368,11.8104,
48.5624,21.5096,27.0529,11.7059,1.98714,-9.04225,11.4701,
49.2653,21.8765,27.3888,11.8321,1.98336,-9.13504,11.5931,
48.4063,21.4634,26.9429,11.6577,1.98456,-9.00482,11.4232,
44.954,20.1051,24.8489,10.7208,1.56008,-8.17182,10.5016,
